Time	LH_AnkleZ	LH_HipZ	LH_Knee	
0.1181	-0.8666942	-0.08800378	-0.3088823	
0.11815	-0.8664933	-0.08750627	-0.3086823	
0.1182	-0.8662915	-0.08700925	-0.3084824	
0.11825	-0.8660886	-0.08651273	-0.3082825	
0.1183	-0.8658848	-0.08601671	-0.3080826	
0.11835	-0.86568	-0.08552118	-0.3078828	
0.1184	-0.8654742	-0.08502616	-0.307683	
0.11845	-0.8652675	-0.08453164	-0.3074833	
0.1185	-0.8650597	-0.08403762	-0.3072836	
0.11855	-0.8648511	-0.08354411	-0.3070839	
0.1186	-0.8646414	-0.0830511	-0.3068843	
0.11865	-0.8644307	-0.08255859	-0.3066847	
0.1187	-0.8642191	-0.0820666	-0.3064852	
0.11875	-0.8640066	-0.08157512	-0.3062857	
0.1188	-0.863793	-0.08108414	-0.3060863	
0.11885	-0.8635785	-0.08059367	-0.305887	
0.1189	-0.863363	-0.08010371	-0.3056876	
0.11895	-0.8631465	-0.07961427	-0.3054884	
0.119	-0.8629291	-0.07912534	-0.3052892	
0.11905	-0.8627107	-0.07863692	-0.30509	
0.1191	-0.8624913	-0.07814902	-0.304891	
0.11915	-0.862271	-0.07766164	-0.304692	
0.1192	-0.8620496	-0.07717478	-0.304493	
0.11925	-0.8618274	-0.07668842	-0.3042941	
0.1193	-0.8616041	-0.0762026	-0.3040953	
0.11935	-0.8613799	-0.07571729	-0.3038966	
0.1194	-0.8611547	-0.07523251	-0.3036979	
0.11945	-0.8609285	-0.07474825	-0.3034993	
0.1195	-0.8607014	-0.07426451	-0.3033008	
0.11955	-0.8604733	-0.0737813	-0.3031023	
0.1196	-0.8602442	-0.07329861	-0.3029039	
0.11965	-0.8600141	-0.07281645	-0.3027056	
0.1197	-0.8597831	-0.07233482	-0.3025074	
0.11975	-0.8595511	-0.07185371	-0.3023093	
0.1198	-0.8593182	-0.07137314	-0.3021112	
0.11985	-0.8590843	-0.0708931	-0.3019133	
0.1199	-0.8588494	-0.07041359	-0.3017154	
0.11995	-0.8586136	-0.06993461	-0.3015176	
0.12	-0.8583767	-0.06945617	-0.3013199	
0.12005	-0.858139	-0.06897827	-0.3011223	
0.1201	-0.8579002	-0.0685009	-0.3009248	
0.12015	-0.8576605	-0.06802407	-0.3007274	
0.1202	-0.8574198	-0.06754778	-0.3005301	
0.12025	-0.8571782	-0.06707202	-0.3003329	
0.1203	-0.8569356	-0.06659681	-0.3001358	
0.12035	-0.856692	-0.06612214	-0.2999388	
0.1204	-0.8564475	-0.065648	-0.2997419	
0.12045	-0.856202	-0.06517442	-0.2995451	
0.1205	-0.8559556	-0.06470138	-0.2993484	
0.12055	-0.8557082	-0.06422888	-0.2991518	
0.1206	-0.8554598	-0.06375694	-0.2989554	
0.12065	-0.8552105	-0.06328553	-0.298759	
0.1207	-0.8549601	-0.06281468	-0.2985628	
0.12075	-0.8547089	-0.06234438	-0.2983666	
0.1208	-0.8544567	-0.06187462	-0.2981707	
0.12085	-0.8542035	-0.06140542	-0.2979748	
0.1209	-0.8539494	-0.06093678	-0.297779	
0.12095	-0.8536943	-0.06046868	-0.2975834	
0.121	-0.8534383	-0.06000114	-0.2973879	
0.12105	-0.8531813	-0.05953415	-0.2971925	
0.1211	-0.8529233	-0.05906773	-0.2969972	
0.12115	-0.8526644	-0.05860186	-0.2968021	
0.1212	-0.8524045	-0.05813655	-0.2966071	
0.12125	-0.8521437	-0.0576718	-0.2964123	
0.1213	-0.851882	-0.05720761	-0.2962175	
0.12135	-0.8516192	-0.05674398	-0.296023	
0.1214	-0.8513556	-0.05628091	-0.2958285	
0.12145	-0.851091	-0.05581841	-0.2956342	
0.1215	-0.8508254	-0.05535647	-0.29544	
0.12155	-0.8505588	-0.0548951	-0.295246	
0.1216	-0.8502914	-0.0544343	-0.2950521	
0.12165	-0.850023	-0.05397406	-0.2948584	
0.1217	-0.8497536	-0.05351439	-0.2946649	
0.12175	-0.8494833	-0.05305529	-0.2944714	
0.1218	-0.849212	-0.05259677	-0.2942782	
0.12185	-0.8489398	-0.05213881	-0.2940851	
0.1219	-0.8486666	-0.05168143	-0.2938921	
0.12195	-0.8483925	-0.05122462	-0.2936993	
0.122	-0.8481175	-0.05076838	-0.2935067	
0.12205	-0.8478415	-0.05031272	-0.2933142	
0.1221	-0.8475646	-0.04985764	-0.2931219	
0.12215	-0.8472867	-0.04940313	-0.2929298	
0.1222	-0.8470079	-0.0489492	-0.2927378	
0.12225	-0.8467281	-0.04849586	-0.292546	
0.1223	-0.8464475	-0.04804309	-0.2923544	
0.12235	-0.8461658	-0.04759091	-0.2921629	
0.1224	-0.8458833	-0.04713931	-0.2919716	
0.12245	-0.8455998	-0.04668828	-0.2917805	
0.1225	-0.8453153	-0.04623785	-0.2915896	
0.12255	-0.84503	-0.045788	-0.2913989	
0.1226	-0.8447437	-0.04533874	-0.2912083	
0.12265	-0.8444565	-0.04489006	-0.2910179	
0.1227	-0.8441683	-0.04444198	-0.2908277	
0.12275	-0.8438792	-0.04399448	-0.2906377	
0.1228	-0.8435892	-0.04354757	-0.2904479	
0.12285	-0.8432983	-0.04310125	-0.2902582	
0.1229	-0.8430064	-0.04265553	-0.2900688	
0.12295	-0.8427135	-0.0422104	-0.2898796	
0.123	-0.8424198	-0.04176586	-0.2896905	
0.12305	-0.8421252	-0.04132192	-0.2895017	
0.1231	-0.8418296	-0.04087857	-0.289313	
0.12315	-0.8415331	-0.04043582	-0.2891246	
0.1232	-0.8412357	-0.03999367	-0.2889363	
0.12325	-0.8409373	-0.03955212	-0.2887483	
0.1233	-0.840638	-0.03911117	-0.2885605	
0.12335	-0.8403379	-0.03867082	-0.2883729	
0.1234	-0.8400367	-0.03823107	-0.2881855	
0.12345	-0.8397347	-0.03779192	-0.2879983	
0.1235	-0.8394318	-0.03735337	-0.2878113	
0.12355	-0.839128	-0.03691544	-0.2876245	
0.1236	-0.8388232	-0.0364781	-0.287438	
0.12365	-0.8385175	-0.03604138	-0.2872517	
0.1237	-0.838211	-0.03560526	-0.2870656	
0.12375	-0.8379035	-0.03516975	-0.2868797	
0.1238	-0.8375951	-0.03473484	-0.286694	
0.12385	-0.8372858	-0.03430055	-0.2865086	
0.1239	-0.8369756	-0.03386687	-0.2863235	
0.12395	-0.8366644	-0.0334338	-0.2861385	
0.124	-0.8363524	-0.03300135	-0.2859538	
0.12405	-0.8360395	-0.03256951	-0.2857693	
0.1241	-0.8357257	-0.03213828	-0.285585	
0.12415	-0.835411	-0.03170767	-0.285401	
0.1242	-0.8350953	-0.03127768	-0.2852172	
0.12425	-0.8347788	-0.0308483	-0.2850337	
0.1243	-0.8344613	-0.03041954	-0.2848504	
0.12435	-0.834143	-0.0299914	-0.2846673	
0.1244	-0.8338239	-0.02956389	-0.2844846	
0.12445	-0.8335037	-0.02913699	-0.284302	
0.1245	-0.8331828	-0.02871071	-0.2841197	
0.12455	-0.8328608	-0.02828506	-0.2839377	
0.1246	-0.8325381	-0.02786004	-0.2837559	
0.12465	-0.8322144	-0.02743564	-0.2835744	
0.1247	-0.8318899	-0.02701186	-0.2833931	
0.12475	-0.8315644	-0.02658871	-0.2832121	
0.1248	-0.8312381	-0.02616619	-0.2830313	
0.12485	-0.8309109	-0.0257443	-0.2828509	
0.1249	-0.8305829	-0.02532304	-0.2826706	
0.12495	-0.8302539	-0.0249024	-0.2824907	
0.125	-0.829924	-0.0244824	-0.2823111	
0.12505	-0.8295934	-0.02406304	-0.2821316	
0.1251	-0.8292617	-0.0236443	-0.2819525	
0.12515	-0.8289293	-0.0232262	-0.2817737	
0.1252	-0.8285959	-0.02280873	-0.2815951	
0.12525	-0.8282617	-0.0223919	-0.2814168	
0.1253	-0.8279267	-0.02197571	-0.2812388	
0.12535	-0.8275907	-0.02156016	-0.2810611	
0.1254	-0.8272539	-0.02114524	-0.2808836	
0.12545	-0.8269162	-0.02073096	-0.2807065	
0.1255	-0.8265777	-0.02031733	-0.2805296	
0.12555	-0.8262383	-0.01990433	-0.280353	
0.1256	-0.8258981	-0.01949198	-0.2801767	
0.12565	-0.8255569	-0.01908027	-0.2800007	
0.1257	-0.825215	-0.0186692	-0.279825	
0.12575	-0.8248721	-0.01825878	-0.2796496	
0.1258	-0.8245285	-0.01784901	-0.2794746	
0.12585	-0.8241839	-0.01743988	-0.2792998	
0.1259	-0.8238385	-0.0170314	-0.2791253	
0.12595	-0.8234923	-0.01662357	-0.2789511	
0.126	-0.8231452	-0.01621638	-0.2787772	
0.12605	-0.8227972	-0.01580985	-0.2786036	
0.1261	-0.8224485	-0.01540397	-0.2784304	
0.12615	-0.8220989	-0.01499874	-0.2782574	
0.1262	-0.8217484	-0.01459416	-0.2780848	
0.12625	-0.8213971	-0.01419024	-0.2779125	
0.1263	-0.821045	-0.01378697	-0.2777405	
0.12635	-0.820692	-0.01338436	-0.2775688	
0.1264	-0.8203382	-0.0129824	-0.2773975	
0.12645	-0.8199835	-0.0125811	-0.2772265	
0.1265	-0.8196281	-0.01218046	-0.2770558	
0.12655	-0.8192717	-0.01178048	-0.2768854	
0.1266	-0.8189147	-0.01138115	-0.2767154	
0.12665	-0.8185567	-0.01098249	-0.2765457	
0.1267	-0.8181979	-0.01058449	-0.2763763	
0.12675	-0.8178383	-0.01018715	-0.2762073	
0.1268	-0.8174779	-0.009790475	-0.2760386	
0.12685	-0.8171166	-0.009394464	-0.2758702	
0.1269	-0.8167546	-0.008999118	-0.2757022	
0.12695	-0.8163917	-0.008604437	-0.2755345	
0.127	-0.816028	-0.008210423	-0.2753672	
0.12705	-0.8156635	-0.007817077	-0.2752002	
0.1271	-0.8152982	-0.007424399	-0.2750336	
0.12715	-0.8149321	-0.007032391	-0.2748673	
0.1272	-0.8145652	-0.006641051	-0.2747014	
0.12725	-0.8141974	-0.006250383	-0.2745358	
0.1273	-0.8138289	-0.005860387	-0.2743706	
0.12735	-0.8134596	-0.005471063	-0.2742057	
0.1274	-0.8130894	-0.005082413	-0.2740412	
0.12745	-0.8127185	-0.004694436	-0.2738771	
0.1275	-0.8123468	-0.004307135	-0.2737133	
0.12755	-0.8119743	-0.00392051	-0.2735499	
0.1276	-0.811601	-0.003534561	-0.2733868	
0.12765	-0.8112269	-0.003149291	-0.2732242	
0.1277	-0.810852	-0.002764698	-0.2730619	
0.12775	-0.8104764	-0.002380785	-0.2728999	
0.1278	-0.8100999	-0.001997552	-0.2727384	
0.12785	-0.8097227	-0.001614999	-0.2725772	
0.1279	-0.8093446	-0.001233128	-0.2724164	
0.12795	-0.8089659	-0.0008519404	-0.272256	
0.128	-0.8085863	-0.0004714356	-0.272096	
0.12805	-0.808206	-9.161493E-05	-0.2719363	
0.1281	-0.8078249	0.0002875206	-0.2717771	
0.12815	-0.807443	0.0006659705	-0.2716182	
0.1282	-0.8070604	0.001043733	-0.2714597	
0.12825	-0.806677	0.001420809	-0.2713016	
0.1283	-0.8062928	0.001797196	-0.2711439	
0.12835	-0.8059079	0.002172895	-0.2709866	
0.1284	-0.8055222	0.002547903	-0.2708297	
0.12845	-0.8051357	0.002922221	-0.2706732	
0.1285	-0.8047485	0.003295847	-0.2705171	
0.12855	-0.8043606	0.003668781	-0.2703614	
0.1286	-0.8039719	0.004041022	-0.2702061	
0.12865	-0.8035825	0.004412569	-0.2700512	
0.1287	-0.8031923	0.004783421	-0.2698967	
0.12875	-0.8028013	0.005153578	-0.2697426	
0.1288	-0.8024096	0.005523038	-0.269589	
0.12885	-0.8020173	0.005891801	-0.2694357	
0.1289	-0.8016241	0.006259867	-0.2692829	
0.12895	-0.8012302	0.006627234	-0.2691305	
0.129	-0.8008355	0.006993901	-0.2689785	
0.12905	-0.8004403	0.007359868	-0.268827	
0.1291	-0.8000441	0.007725134	-0.2686758	
0.12915	-0.7996473	0.008089698	-0.2685251	
0.1292	-0.7992498	0.008453559	-0.2683748	
0.12925	-0.7988515	0.008816717	-0.2682249	
0.1293	-0.7984526	0.009179171	-0.2680755	
0.12935	-0.7980529	0.009540919	-0.2679265	
0.1294	-0.7976525	0.009901962	-0.2677779	
0.12945	-0.7972514	0.0102623	-0.2676298	
0.1295	-0.7968495	0.01062193	-0.2674821	
0.12955	-0.796447	0.01098085	-0.2673348	
0.1296	-0.7960438	0.01133906	-0.267188	
0.12965	-0.7956399	0.01169656	-0.2670417	
0.1297	-0.7952352	0.01205335	-0.2668958	
0.12975	-0.7948299	0.01240944	-0.2667503	
0.1298	-0.7944239	0.0127648	-0.2666053	
0.12985	-0.7940171	0.01311946	-0.2664607	
0.1299	-0.7936097	0.0134734	-0.2663166	
0.12995	-0.7932016	0.01382663	-0.2661729	
0.13	-0.7927928	0.01417914	-0.2660297	
0.13005	-0.7923833	0.01453094	-0.265887	
0.1301	-0.7919732	0.01488202	-0.2657447	
0.13015	-0.7915623	0.01523239	-0.2656028	
0.1302	-0.7911508	0.01558203	-0.2654615	
0.13025	-0.7907386	0.01593096	-0.2653206	
0.1303	-0.7903258	0.01627917	-0.2651801	
0.13035	-0.7899123	0.01662665	-0.2650402	
0.1304	-0.7894981	0.01697342	-0.2649007	
0.13045	-0.7890832	0.01731947	-0.2647617	
0.1305	-0.7886677	0.01766479	-0.2646231	
0.13055	-0.7882515	0.01800939	-0.2644851	
0.1306	-0.7878347	0.01835326	-0.2643475	
0.13065	-0.7874172	0.01869641	-0.2642104	
0.1307	-0.786999	0.01903883	-0.2640738	
0.13075	-0.7865803	0.01938053	-0.2639376	
0.1308	-0.7861608	0.0197215	-0.263802	
0.13085	-0.7857407	0.02006174	-0.2636668	
0.1309	-0.78532	0.02040126	-0.2635321	
0.13095	-0.7848986	0.02074004	-0.2633979	
0.131	-0.7844766	0.0210781	-0.2632642	
0.13105	-0.784054	0.02141542	-0.2631311	
0.1311	-0.7836308	0.02175202	-0.2629983	
0.13115	-0.7832069	0.02208788	-0.2628661	
0.1312	-0.7827824	0.02242301	-0.2627344	
0.13125	-0.7823572	0.0227574	-0.2626032	
0.1313	-0.7819315	0.02309106	-0.2624725	
0.13135	-0.7815051	0.02342399	-0.2623423	
0.1314	-0.7810781	0.02375618	-0.2622126	
0.13145	-0.7806505	0.02408763	-0.2620834	
0.1315	-0.7802223	0.02441835	-0.2619548	
0.13155	-0.7797934	0.02474833	-0.2618266	
0.1316	-0.779364	0.02507756	-0.261699	
0.13165	-0.778934	0.02540606	-0.2615719	
0.1317	-0.7785034	0.02573383	-0.2614453	
0.13175	-0.7780722	0.02606085	-0.2613192	
0.1318	-0.7776403	0.02638713	-0.2611936	
0.13185	-0.777208	0.02671266	-0.2610686	
0.1319	-0.7767749	0.02703745	-0.260944	
0.13195	-0.7763414	0.0273615	-0.26082	
0.132	-0.7759072	0.02768481	-0.2606966	
0.13205	-0.7754725	0.02800737	-0.2605736	
0.1321	-0.7750372	0.02832919	-0.2604512	
0.13215	-0.7746013	0.02865026	-0.2603294	
0.1322	-0.7741648	0.02897058	-0.260208	
0.13225	-0.7737278	0.02929015	-0.2600872	
0.1323	-0.7732902	0.02960898	-0.259967	
0.13235	-0.7728521	0.02992706	-0.2598473	
0.1324	-0.7724133	0.03024438	-0.2597281	
0.13245	-0.771974	0.03056096	-0.2596094	
0.1325	-0.7715342	0.03087679	-0.2594914	
0.13255	-0.7710938	0.03119186	-0.2593738	
0.1326	-0.7706529	0.03150618	-0.2592568	
0.13265	-0.7702115	0.03181975	-0.2591404	
0.1327	-0.7697694	0.03213257	-0.2590245	
0.13275	-0.7693269	0.03244463	-0.2589092	
0.1328	-0.7688838	0.03275593	-0.2587944	
0.13285	-0.7684401	0.03306648	-0.2586802	
0.1329	-0.767996	0.03337628	-0.2585665	
0.13295	-0.7675513	0.03368531	-0.2584534	
0.133	-0.7671061	0.03399359	-0.2583409	
0.13305	-0.7666603	0.03430111	-0.2582289	
0.1331	-0.7662141	0.03460787	-0.2581175	
0.13315	-0.7657673	0.03491387	-0.2580066	
0.1332	-0.7653201	0.03521911	-0.2578964	
0.13325	-0.7648723	0.03552359	-0.2577867	
0.1333	-0.764424	0.03582731	-0.2576776	
0.13335	-0.7639751	0.03613026	-0.257569	
0.1334	-0.7635258	0.03643245	-0.257461	
0.13345	-0.7630761	0.03673388	-0.2573536	
0.1335	-0.7626258	0.03703455	-0.2572468	
0.13355	-0.762175	0.03733444	-0.2571406	
0.1336	-0.7617237	0.03763358	-0.2570349	
0.13365	-0.7612719	0.03793195	-0.2569298	
0.1337	-0.7608197	0.03822954	-0.2568254	
0.13375	-0.7603669	0.03852637	-0.2567215	
0.1338	-0.7599137	0.03882244	-0.2566182	
0.13385	-0.75946	0.03911773	-0.2565154	
0.1339	-0.7590059	0.03941226	-0.2564133	
0.13395	-0.7585513	0.03970601	-0.2563118	
0.134	-0.7580962	0.039999	-0.2562109	
0.13405	-0.7576407	0.04029121	-0.2561105	
0.1341	-0.7571846	0.04058265	-0.2560108	
0.13415	-0.7567282	0.04087332	-0.2559117	
0.1342	-0.7562712	0.04116322	-0.2558132	
0.13425	-0.7558139	0.04145234	-0.2557152	
0.1343	-0.7553561	0.04174069	-0.2556179	
0.13435	-0.7548978	0.04202826	-0.2555212	
0.1344	-0.7544392	0.04231505	-0.2554251	
0.13445	-0.75398	0.04260107	-0.2553296	
0.1345	-0.7535205	0.04288632	-0.2552347	
0.13455	-0.7530605	0.04317078	-0.2551405	
0.1346	-0.7526001	0.04345447	-0.2550468	
0.13465	-0.7521393	0.04373737	-0.2549538	
0.1347	-0.751678	0.0440195	-0.2548614	
0.13475	-0.7512163	0.04430085	-0.2547696	
0.1348	-0.7507542	0.04458142	-0.2546784	
0.13485	-0.7502917	0.0448612	-0.2545878	
0.1349	-0.7498288	0.04514021	-0.2544979	
0.13495	-0.7493655	0.04541843	-0.2544086	
0.135	-0.7489018	0.04569587	-0.2543199	
0.13505	-0.7484377	0.04597253	-0.2542319	
0.1351	-0.7479732	0.0462484	-0.2541445	
0.13515	-0.7475083	0.04652349	-0.2540577	
0.1352	-0.747043	0.04679779	-0.2539716	
0.13525	-0.7465773	0.0470713	-0.2538861	
0.1353	-0.7461113	0.04734403	-0.2538012	
0.13535	-0.7456449	0.04761597	-0.253717	
0.1354	-0.745178	0.04788712	-0.2536334	
0.13545	-0.7447109	0.04815749	-0.2535504	
0.1355	-0.7442433	0.04842706	-0.2534681	
0.13555	-0.7437754	0.04869585	-0.2533865	
0.1356	-0.7433072	0.04896385	-0.2533055	
0.13565	-0.7428386	0.04923105	-0.2532251	
0.1357	-0.7423695	0.04949747	-0.2531454	
0.13575	-0.7419002	0.04976309	-0.2530663	
0.1358	-0.7414305	0.05002792	-0.2529879	
0.13585	-0.7409605	0.05029196	-0.2529102	
0.1359	-0.7404901	0.0505552	-0.2528331	
0.13595	-0.7400194	0.05081765	-0.2527566	
0.136	-0.7395484	0.05107931	-0.2526808	
0.13605	-0.739077	0.05134017	-0.2526057	
0.1361	-0.7386053	0.05160023	-0.2525313	
0.13615	-0.7381333	0.0518595	-0.2524575	
0.1362	-0.7376609	0.05211797	-0.2523843	
0.13625	-0.7371883	0.05237564	-0.2523119	
0.1363	-0.7367153	0.05263252	-0.2522401	
0.13635	-0.7362421	0.05288859	-0.2521689	
0.1364	-0.7357684	0.05314387	-0.2520985	
0.13645	-0.7352945	0.05339835	-0.2520287	
0.1365	-0.7348204	0.05365203	-0.2519596	
0.13655	-0.7343459	0.05390491	-0.2518911	
0.1366	-0.733871	0.05415698	-0.2518234	
0.13665	-0.733396	0.05440826	-0.2517563	
0.1367	-0.7329206	0.05465873	-0.2516899	
0.13675	-0.7324449	0.05490839	-0.2516242	
0.1368	-0.7319691	0.05515726	-0.2515591	
0.13685	-0.7314928	0.05540532	-0.2514948	
0.1369	-0.7310163	0.05565258	-0.2514311	
0.13695	-0.7305396	0.05589903	-0.2513681	
0.137	-0.7300626	0.05614468	-0.2513058	
0.13705	-0.7295853	0.05638952	-0.2512442	
0.1371	-0.7291078	0.05663355	-0.2511833	
0.13715	-0.72863	0.05687678	-0.251123	
0.1372	-0.728152	0.0571192	-0.2510635	
0.13725	-0.7276737	0.05736081	-0.2510047	
0.1373	-0.7271951	0.05760161	-0.2509465	
0.13735	-0.7267164	0.0578416	-0.2508891	
0.1374	-0.7262374	0.05808078	-0.2508323	
0.13745	-0.7257581	0.05831916	-0.2507763	
0.1375	-0.7252787	0.05855672	-0.2507209	
0.13755	-0.724799	0.05879347	-0.2506663	
0.1376	-0.724319	0.05902941	-0.2506123	
0.13765	-0.7238389	0.05926454	-0.2505591	
0.1377	-0.7233586	0.05949885	-0.2505066	
0.13775	-0.722878	0.05973235	-0.2504548	
0.1378	-0.7223972	0.05996504	-0.2504037	
0.13785	-0.7219162	0.06019691	-0.2503533	
0.1379	-0.721435	0.06042797	-0.2503036	
0.13795	-0.7209536	0.06065821	-0.2502546	
0.138	-0.7204721	0.06088763	-0.2502064	
0.13805	-0.7199903	0.06111625	-0.2501588	
0.1381	-0.7195083	0.06134404	-0.250112	
0.13815	-0.7190262	0.06157102	-0.2500659	
0.1382	-0.7185439	0.06179718	-0.2500205	
0.13825	-0.7180614	0.06202251	-0.2499759	
0.1383	-0.7175788	0.06224704	-0.2499319	
0.13835	-0.7170959	0.06247074	-0.2498887	
0.1384	-0.7166129	0.06269363	-0.2498462	
0.13845	-0.7161298	0.06291568	-0.2498045	
0.1385	-0.7156464	0.06313693	-0.2497634	
0.13855	-0.7151629	0.06335735	-0.2497231	
0.1386	-0.7146794	0.06357695	-0.2496835	
0.13865	-0.7141955	0.06379572	-0.2496447	
0.1387	-0.7137117	0.06401368	-0.2496066	
0.13875	-0.7132276	0.06423081	-0.2495692	
0.1388	-0.7127434	0.06444712	-0.2495326	
0.13885	-0.7122591	0.06466261	-0.2494967	
0.1389	-0.7117746	0.06487726	-0.2494615	
0.13895	-0.7112901	0.0650911	-0.2494271	
0.139	-0.7108054	0.06530412	-0.2493934	
0.13905	-0.7103206	0.06551629	-0.2493604	
0.1391	-0.7098356	0.06572766	-0.2493282	
0.13915	-0.7093506	0.06593819	-0.2492968	
0.1392	-0.7088655	0.06614789	-0.2492661	
0.13925	-0.7083803	0.06635677	-0.2492361	
0.1393	-0.7078949	0.06656482	-0.2492069	
0.13935	-0.7074095	0.06677204	-0.2491784	
0.1394	-0.706924	0.06697843	-0.2491507	
0.13945	-0.7064384	0.06718399	-0.2491237	
0.1395	-0.7059526	0.06738873	-0.2490975	
0.13955	-0.7054669	0.06759263	-0.249072	
0.1396	-0.704981	0.0677957	-0.2490473	
0.13965	-0.7044951	0.06799794	-0.2490233	
0.1397	-0.7040091	0.06819935	-0.2490001	
0.13975	-0.7035231	0.06839993	-0.2489777	
0.1398	-0.703037	0.06859967	-0.248956	
0.13985	-0.7025508	0.06879859	-0.2489351	
0.1399	-0.7020646	0.06899667	-0.2489149	
0.13995	-0.7015783	0.06919391	-0.2488955	
0.14	-0.7010919	0.06939033	-0.2488769	
0.14005	-0.7006056	0.0695859	-0.248859	
0.1401	-0.7001192	0.06978064	-0.2488419	
0.14015	-0.6996328	0.06997455	-0.2488256	
0.1402	-0.6991463	0.07016762	-0.24881	
0.14025	-0.6986598	0.07035986	-0.2487952	
0.1403	-0.6981733	0.07055125	-0.2487812	
0.14035	-0.6976868	0.07074182	-0.2487679	
0.1404	-0.6972002	0.07093154	-0.2487554	
0.14045	-0.6967137	0.07112043	-0.2487437	
0.1405	-0.6962271	0.07130847	-0.2487328	
0.14055	-0.6957406	0.07149568	-0.2487226	
0.1406	-0.695254	0.07168205	-0.2487132	
0.14065	-0.6947674	0.07186759	-0.2487046	
0.1407	-0.6942809	0.07205228	-0.2486968	
0.14075	-0.6937943	0.07223613	-0.2486897	
0.1408	-0.6933078	0.07241914	-0.2486834	
0.14085	-0.6928213	0.07260131	-0.248678	
0.1409	-0.6923348	0.07278264	-0.2486732	
0.14095	-0.6918484	0.07296313	-0.2486693	
0.141	-0.691362	0.07314277	-0.2486662	
0.14105	-0.6908755	0.07332157	-0.2486638	
0.1411	-0.6903892	0.07349953	-0.2486622	
0.14115	-0.6899029	0.07367665	-0.2486615	
0.1412	-0.6894166	0.07385292	-0.2486615	
0.14125	-0.6889305	0.07402835	-0.2486623	
0.1413	-0.6884443	0.07420293	-0.2486638	
0.14135	-0.6879582	0.07437667	-0.2486662	
0.1414	-0.6874722	0.07454956	-0.2486694	
0.14145	-0.6869861	0.07472161	-0.2486733	
0.1415	-0.6865003	0.07489282	-0.2486781	
0.14155	-0.6860145	0.07506318	-0.2486836	
0.1416	-0.6855287	0.07523268	-0.24869	
0.14165	-0.685043	0.07540134	-0.2486971	
0.1417	-0.6845574	0.07556916	-0.2487051	
0.14175	-0.684072	0.07573613	-0.2487138	
0.1418	-0.6835866	0.07590225	-0.2487234	
0.14185	-0.6831013	0.07606752	-0.2487337	
0.1419	-0.6826161	0.07623194	-0.2487448	
0.14195	-0.682131	0.07639552	-0.2487568	
0.142	-0.681646	0.07655824	-0.2487695	
0.14205	-0.6811612	0.07672012	-0.2487831	
0.1421	-0.6806764	0.07688114	-0.2487974	
0.14215	-0.6801918	0.07704131	-0.2488126	
0.1422	-0.6797073	0.07720064	-0.2488286	
0.14225	-0.6792229	0.07735911	-0.2488453	
0.1423	-0.6787387	0.07751673	-0.2488629	
0.14235	-0.6782545	0.07767349	-0.2488813	
0.1424	-0.6777706	0.07782941	-0.2489005	
0.14245	-0.6772867	0.07798448	-0.2489205	
0.1425	-0.6768031	0.07813869	-0.2489413	
0.14255	-0.6763195	0.07829205	-0.248963	
0.1426	-0.6758362	0.07844456	-0.2489854	
0.14265	-0.675353	0.0785962	-0.2490087	
0.1427	-0.67487	0.078747	-0.2490328	
0.14275	-0.6743871	0.07889694	-0.2490577	
0.1428	-0.6739044	0.07904603	-0.2490834	
0.14285	-0.6734219	0.07919426	-0.2491099	
0.1429	-0.6729395	0.07934164	-0.2491373	
0.14295	-0.6724573	0.07948816	-0.2491654	
0.143	-0.6719754	0.07963382	-0.2491944	
0.14305	-0.6714936	0.07977863	-0.2492242	
0.1431	-0.671012	0.07992259	-0.2492548	
0.14315	-0.6705306	0.08006568	-0.2492863	
0.1432	-0.6700495	0.08020791	-0.2493185	
0.14325	-0.6695685	0.0803493	-0.2493516	
0.1433	-0.6690877	0.08048982	-0.2493856	
0.14335	-0.6686072	0.08062948	-0.2494203	
0.1434	-0.6681269	0.08076829	-0.2494558	
0.14345	-0.6676468	0.08090623	-0.2494922	
0.1435	-0.6671669	0.08104333	-0.2495295	
0.14355	-0.6666873	0.08117955	-0.2495675	
0.1436	-0.6662078	0.08131492	-0.2496064	
0.14365	-0.6657287	0.08144943	-0.2496461	
0.1437	-0.6652498	0.08158308	-0.2496866	
0.14375	-0.6647711	0.08171587	-0.249728	
0.1438	-0.6642927	0.08184779	-0.2497701	
0.14385	-0.6638145	0.08197886	-0.2498132	
0.1439	-0.6633366	0.08210906	-0.249857	
0.14395	-0.662859	0.0822384	-0.2499017	
0.144	-0.6623816	0.08236688	-0.2499472	
0.14405	-0.6619045	0.08249449	-0.2499936	
0.1441	-0.6614277	0.08262124	-0.2500408	
0.14415	-0.6609511	0.08274712	-0.2500888	
0.1442	-0.6604749	0.08287214	-0.2501377	
0.14425	-0.659999	0.08299629	-0.2501874	
0.1443	-0.6595233	0.08311958	-0.250238	
0.14435	-0.6590479	0.08324201	-0.2502894	
0.1444	-0.6585729	0.08336356	-0.2503416	
0.14445	-0.6580981	0.08348425	-0.2503946	
0.1445	-0.6576236	0.08360408	-0.2504486	
0.14455	-0.6571496	0.08372304	-0.2505033	
0.1446	-0.6566757	0.08384113	-0.2505589	
0.14465	-0.6562022	0.08395835	-0.2506153	
0.1447	-0.6557291	0.08407471	-0.2506726	
0.14475	-0.6552562	0.0841902	-0.2507307	
