Time	LH_AnkleZ	LH_HipZ	LH_Knee	
0.5809	-0.6900405	-0.929058	-0.3730803	
0.58095	-0.6896754	-0.9290926	-0.372901	
0.581	-0.689311	-0.9291269	-0.3727221	
0.58105	-0.6889473	-0.929161	-0.3725439	
0.5811	-0.6885842	-0.9291947	-0.3723662	
0.58115	-0.6882219	-0.9292282	-0.372189	
0.5812	-0.6878602	-0.9292613	-0.3720124	
0.58125	-0.6874992	-0.9292942	-0.3718364	
0.5813	-0.687139	-0.9293268	-0.3716609	
0.58135	-0.6867794	-0.9293591	-0.371486	
0.5814	-0.6864206	-0.9293911	-0.3713117	
0.58145	-0.6860624	-0.9294229	-0.3711379	
0.5815	-0.6857049	-0.9294543	-0.3709646	
0.58155	-0.6853482	-0.9294854	-0.370792	
0.5816	-0.6849921	-0.9295163	-0.3706199	
0.58165	-0.6846367	-0.9295468	-0.3704483	
0.5817	-0.6842821	-0.9295771	-0.3702773	
0.58175	-0.6839282	-0.9296071	-0.3701069	
0.5818	-0.683575	-0.9296368	-0.3699371	
0.58185	-0.6832225	-0.9296662	-0.3697678	
0.5819	-0.6828707	-0.9296953	-0.369599	
0.58195	-0.6825196	-0.9297241	-0.3694309	
0.582	-0.6821693	-0.9297526	-0.3692633	
0.58205	-0.6818196	-0.9297809	-0.3690962	
0.5821	-0.6814707	-0.9298089	-0.3689298	
0.58215	-0.6811225	-0.9298366	-0.3687639	
0.5822	-0.680775	-0.9298639	-0.3685986	
0.58225	-0.6804283	-0.929891	-0.3684338	
0.5823	-0.6800823	-0.9299178	-0.3682696	
0.58235	-0.679737	-0.9299443	-0.368106	
0.5824	-0.6793925	-0.9299706	-0.3679429	
0.58245	-0.6790487	-0.9299965	-0.3677804	
0.5825	-0.6787056	-0.9300222	-0.3676185	
0.58255	-0.6783633	-0.9300475	-0.3674572	
0.5826	-0.6780217	-0.9300726	-0.3672964	
0.58265	-0.6776808	-0.9300974	-0.3671362	
0.5827	-0.6773406	-0.9301219	-0.3669766	
0.58275	-0.6770012	-0.9301461	-0.3668175	
0.5828	-0.6766626	-0.9301701	-0.366659	
0.58285	-0.6763247	-0.9301937	-0.3665011	
0.5829	-0.6759875	-0.930217	-0.3663437	
0.58295	-0.6756511	-0.9302401	-0.366187	
0.583	-0.6753155	-0.9302629	-0.3660308	
0.58305	-0.6749806	-0.9302853	-0.3658752	
0.5831	-0.6746464	-0.9303076	-0.3657201	
0.58315	-0.674313	-0.9303294	-0.3655656	
0.5832	-0.6739804	-0.9303511	-0.3654117	
0.58325	-0.6736485	-0.9303724	-0.3652584	
0.5833	-0.6733174	-0.9303935	-0.3651057	
0.58335	-0.672987	-0.9304143	-0.3649535	
0.5834	-0.6726574	-0.9304347	-0.3648019	
0.58345	-0.6723285	-0.9304549	-0.3646509	
0.5835	-0.6720005	-0.9304748	-0.3645004	
0.58355	-0.6716731	-0.9304944	-0.3643506	
0.5836	-0.6713465	-0.9305137	-0.3642013	
0.58365	-0.6710207	-0.9305328	-0.3640526	
0.5837	-0.6706958	-0.9305516	-0.3639044	
0.58375	-0.6703715	-0.93057	-0.3637569	
0.5838	-0.6700481	-0.9305882	-0.3636099	
0.58385	-0.6697253	-0.9306061	-0.3634635	
0.5839	-0.6694034	-0.9306237	-0.3633177	
0.58395	-0.6690822	-0.9306411	-0.3631725	
0.584	-0.6687618	-0.9306581	-0.3630278	
0.58405	-0.6684422	-0.9306749	-0.3628837	
0.5841	-0.6681235	-0.9306913	-0.3627403	
0.58415	-0.6678054	-0.9307075	-0.3625973	
0.5842	-0.6674882	-0.9307234	-0.362455	
0.58425	-0.6671717	-0.930739	-0.3623133	
0.5843	-0.6668561	-0.9307543	-0.3621721	
0.58435	-0.6665411	-0.9307694	-0.3620315	
0.5844	-0.666227	-0.9307841	-0.3618915	
0.58445	-0.6659137	-0.9307986	-0.3617521	
0.5845	-0.6656012	-0.9308128	-0.3616133	
0.58455	-0.6652895	-0.9308267	-0.361475	
0.5846	-0.6649785	-0.9308403	-0.3613373	
0.58465	-0.6646684	-0.9308535	-0.3612002	
0.5847	-0.664359	-0.9308666	-0.3610637	
0.58475	-0.6640505	-0.9308794	-0.3609278	
0.5848	-0.6637427	-0.9308918	-0.3607925	
0.58485	-0.6634358	-0.930904	-0.3606577	
0.5849	-0.6631296	-0.9309159	-0.3605236	
0.58495	-0.6628243	-0.9309275	-0.36039	
0.585	-0.6625197	-0.9309388	-0.360257	
0.58505	-0.6622159	-0.9309499	-0.3601246	
0.5851	-0.661913	-0.9309606	-0.3599927	
0.58515	-0.6616109	-0.9309711	-0.3598615	
0.5852	-0.6613096	-0.9309813	-0.3597308	
0.58525	-0.6610091	-0.9309912	-0.3596008	
0.5853	-0.6607094	-0.9310008	-0.3594713	
0.58535	-0.6604105	-0.9310101	-0.3593423	
0.5854	-0.6601124	-0.9310191	-0.359214	
0.58545	-0.6598151	-0.9310279	-0.3590863	
0.5855	-0.6595187	-0.9310364	-0.3589591	
0.58555	-0.6592231	-0.9310445	-0.3588326	
0.5856	-0.6589283	-0.9310524	-0.3587066	
0.58565	-0.6586343	-0.9310601	-0.3585812	
0.5857	-0.6583412	-0.9310674	-0.3584564	
0.58575	-0.6580488	-0.9310744	-0.3583322	
0.5858	-0.6577573	-0.9310812	-0.3582086	
0.58585	-0.6574666	-0.9310877	-0.3580856	
0.5859	-0.6571767	-0.9310939	-0.3579631	
0.58595	-0.6568877	-0.9310998	-0.3578413	
0.586	-0.6565995	-0.9311054	-0.35772	
0.58605	-0.6563121	-0.9311107	-0.3575993	
0.5861	-0.6560255	-0.9311157	-0.3574792	
0.58615	-0.6557398	-0.9311205	-0.3573597	
0.5862	-0.6554549	-0.931125	-0.3572408	
0.58625	-0.6551709	-0.9311292	-0.3571224	
0.5863	-0.6548876	-0.9311331	-0.3570047	
0.58635	-0.6546053	-0.9311367	-0.3568875	
0.5864	-0.6543237	-0.9311401	-0.3567709	
0.58645	-0.654043	-0.9311431	-0.356655	
0.5865	-0.6537631	-0.9311458	-0.3565396	
0.58655	-0.6534841	-0.9311484	-0.3564247	
0.5866	-0.6532059	-0.9311506	-0.3563105	
0.58665	-0.6529285	-0.9311525	-0.3561969	
0.5867	-0.652652	-0.9311541	-0.3560839	
0.58675	-0.6523764	-0.9311554	-0.3559714	
0.5868	-0.6521016	-0.9311565	-0.3558595	
0.58685	-0.6518276	-0.9311573	-0.3557483	
0.5869	-0.6515545	-0.9311578	-0.3556376	
0.58695	-0.6512822	-0.9311579	-0.3555275	
0.587	-0.6510108	-0.9311579	-0.355418	
0.58705	-0.6507402	-0.9311575	-0.355309	
0.5871	-0.6504705	-0.9311569	-0.3552007	
0.58715	-0.6502016	-0.9311559	-0.355093	
0.5872	-0.6499336	-0.9311547	-0.3549858	
0.58725	-0.6496664	-0.9311532	-0.3548792	
0.5873	-0.6494001	-0.9311514	-0.3547733	
0.58735	-0.6491347	-0.9311493	-0.3546679	
0.5874	-0.6488701	-0.931147	-0.3545631	
0.58745	-0.6486064	-0.9311443	-0.3544588	
0.5875	-0.6483435	-0.9311414	-0.3543552	
0.58755	-0.6480815	-0.9311382	-0.3542522	
0.5876	-0.6478204	-0.9311346	-0.3541497	
0.58765	-0.6475601	-0.9311309	-0.3540479	
0.5877	-0.6473006	-0.9311268	-0.3539466	
0.58775	-0.647042	-0.9311225	-0.3538459	
0.5878	-0.6467844	-0.9311178	-0.3537458	
0.58785	-0.6465275	-0.9311129	-0.3536463	
0.5879	-0.6462716	-0.9311076	-0.3535474	
0.58795	-0.6460165	-0.9311022	-0.353449	
0.588	-0.6457623	-0.9310964	-0.3533513	
0.58805	-0.6455089	-0.9310903	-0.3532541	
0.5881	-0.6452564	-0.931084	-0.3531576	
0.58815	-0.6450048	-0.9310773	-0.3530616	
0.5882	-0.6447541	-0.9310704	-0.3529662	
0.58825	-0.6445042	-0.9310632	-0.3528714	
0.5883	-0.6442552	-0.9310557	-0.3527771	
0.58835	-0.6440071	-0.9310479	-0.3526835	
0.5884	-0.6437598	-0.9310399	-0.3525904	
0.58845	-0.6435135	-0.9310315	-0.352498	
0.5885	-0.643268	-0.9310229	-0.3524061	
0.58855	-0.6430234	-0.9310139	-0.3523148	
0.5886	-0.6427797	-0.9310047	-0.3522241	
0.58865	-0.6425368	-0.9309952	-0.352134	
0.5887	-0.6422949	-0.9309855	-0.3520445	
0.58875	-0.6420538	-0.9309754	-0.3519555	
0.5888	-0.6418136	-0.930965	-0.3518672	
0.58885	-0.6415743	-0.9309544	-0.3517794	
0.5889	-0.6413358	-0.9309435	-0.3516922	
0.58895	-0.6410983	-0.9309323	-0.3516056	
0.589	-0.6408616	-0.9309208	-0.3515196	
0.58905	-0.6406258	-0.930909	-0.3514341	
0.5891	-0.640391	-0.9308969	-0.3513493	
0.58915	-0.640157	-0.9308846	-0.351265	
0.5892	-0.6399239	-0.930872	-0.3511814	
0.58925	-0.6396917	-0.930859	-0.3510983	
0.5893	-0.6394603	-0.9308458	-0.3510157	
0.58935	-0.6392299	-0.9308323	-0.3509338	
0.5894	-0.6390003	-0.9308185	-0.3508525	
0.58945	-0.6387717	-0.9308044	-0.3507717	
0.5895	-0.6385439	-0.9307901	-0.3506916	
0.58955	-0.638317	-0.9307755	-0.350612	
0.5896	-0.6380911	-0.9307605	-0.3505329	
0.58965	-0.637866	-0.9307453	-0.3504545	
0.5897	-0.6376418	-0.9307298	-0.3503767	
0.58975	-0.6374185	-0.930714	-0.3502994	
0.5898	-0.6371961	-0.9306979	-0.3502227	
0.58985	-0.6369746	-0.9306816	-0.3501466	
0.5899	-0.636754	-0.930665	-0.3500711	
0.58995	-0.6365343	-0.930648	-0.3499962	
0.59	-0.6363156	-0.9306307	-0.3499218	
0.59005	-0.6360977	-0.9306133	-0.349848	
0.5901	-0.6358807	-0.9305955	-0.3497748	
0.59015	-0.6356646	-0.9305774	-0.3497022	
0.5902	-0.6354494	-0.930559	-0.3496302	
0.59025	-0.6352351	-0.9305404	-0.3495587	
0.5903	-0.6350217	-0.9305214	-0.3494878	
0.59035	-0.6348093	-0.9305022	-0.3494175	
0.5904	-0.6345977	-0.9304827	-0.3493478	
0.59045	-0.6343871	-0.9304628	-0.3492787	
0.5905	-0.6341773	-0.9304428	-0.3492101	
0.59055	-0.6339685	-0.9304224	-0.3491421	
0.5906	-0.6337605	-0.9304017	-0.3490747	
0.59065	-0.6335534	-0.9303808	-0.3490079	
0.5907	-0.6333473	-0.9303595	-0.3489416	
0.59075	-0.6331421	-0.930338	-0.348876	
0.5908	-0.6329378	-0.9303162	-0.3488109	
0.59085	-0.6327344	-0.930294	-0.3487463	
0.5909	-0.6325319	-0.9302716	-0.3486824	
0.59095	-0.6323304	-0.930249	-0.348619	
0.591	-0.6321297	-0.930226	-0.3485562	
0.59105	-0.6319299	-0.9302027	-0.348494	
0.5911	-0.6317311	-0.9301792	-0.3484323	
0.59115	-0.6315332	-0.9301553	-0.3483712	
0.5912	-0.6313362	-0.9301312	-0.3483107	
0.59125	-0.6311401	-0.9301068	-0.3482508	
0.5913	-0.6309449	-0.9300821	-0.3481914	
0.59135	-0.6307507	-0.9300571	-0.3481326	
0.5914	-0.6305573	-0.9300318	-0.3480744	
0.59145	-0.6303648	-0.9300063	-0.3480168	
0.5915	-0.6301733	-0.9299804	-0.3479597	
0.59155	-0.6299827	-0.9299542	-0.3479032	
0.5916	-0.629793	-0.9299278	-0.3478473	
0.59165	-0.6296043	-0.9299011	-0.3477919	
0.5917	-0.6294165	-0.9298741	-0.3477371	
0.59175	-0.6292295	-0.9298468	-0.3476829	
0.5918	-0.6290435	-0.9298192	-0.3476292	
0.59185	-0.6288584	-0.9297913	-0.3475762	
0.5919	-0.6286742	-0.9297631	-0.3475237	
0.59195	-0.628491	-0.9297346	-0.3474717	
0.592	-0.6283087	-0.9297059	-0.3474203	
0.59205	-0.6281273	-0.9296768	-0.3473695	
0.5921	-0.6279467	-0.9296475	-0.3473192	
0.59215	-0.6277672	-0.9296179	-0.3472696	
0.5922	-0.6275886	-0.929588	-0.3472205	
0.59225	-0.6274108	-0.9295577	-0.3471719	
0.5923	-0.627234	-0.9295272	-0.3471239	
0.59235	-0.6270581	-0.9294965	-0.3470765	
0.5924	-0.6268832	-0.9294654	-0.3470296	
0.59245	-0.6267092	-0.929434	-0.3469833	
0.5925	-0.6265361	-0.9294024	-0.3469376	
0.59255	-0.6263639	-0.9293704	-0.3468924	
0.5926	-0.6261926	-0.9293382	-0.3468478	
0.59265	-0.6260223	-0.9293056	-0.3468037	
0.5927	-0.6258529	-0.9292728	-0.3467602	
0.59275	-0.6256844	-0.9292397	-0.3467173	
0.5928	-0.6255169	-0.9292063	-0.3466749	
0.59285	-0.6253502	-0.9291726	-0.3466331	
0.5929	-0.6251845	-0.9291386	-0.3465919	
0.59295	-0.6250198	-0.9291043	-0.3465512	
0.593	-0.6248559	-0.9290697	-0.346511	
0.59305	-0.624693	-0.9290348	-0.3464715	
0.5931	-0.624531	-0.9289997	-0.3464324	
0.59315	-0.6243699	-0.9289643	-0.346394	
0.5932	-0.6242098	-0.9289285	-0.3463561	
0.59325	-0.6240506	-0.9288924	-0.3463187	
0.5933	-0.6238923	-0.9288561	-0.3462819	
0.59335	-0.623735	-0.9288195	-0.3462456	
0.5934	-0.6235785	-0.9287826	-0.34621	
0.59345	-0.623423	-0.9287454	-0.3461748	
0.5935	-0.6232685	-0.9287079	-0.3461402	
0.59355	-0.6231148	-0.9286701	-0.3461062	
0.5936	-0.6229621	-0.928632	-0.3460727	
0.59365	-0.6228104	-0.9285936	-0.3460398	
0.5937	-0.6226595	-0.928555	-0.3460074	
0.59375	-0.6225096	-0.928516	-0.3459756	
0.5938	-0.6223606	-0.9284768	-0.3459443	
0.59385	-0.6222126	-0.9284372	-0.3459136	
0.5939	-0.6220655	-0.9283974	-0.3458834	
0.59395	-0.6219193	-0.9283572	-0.3458538	
0.594	-0.621774	-0.9283168	-0.3458247	
0.59405	-0.6216297	-0.9282761	-0.3457962	
0.5941	-0.6214863	-0.9282351	-0.3457682	
0.59415	-0.6213439	-0.9281937	-0.3457407	
0.5942	-0.6212023	-0.9281521	-0.3457138	
0.59425	-0.6210617	-0.9281102	-0.3456875	
0.5943	-0.6209221	-0.928068	-0.3456617	
0.59435	-0.6207833	-0.9280255	-0.3456364	
0.5944	-0.6206455	-0.9279827	-0.3456117	
0.59445	-0.6205087	-0.9279397	-0.3455875	
0.5945	-0.6203728	-0.9278963	-0.3455639	
0.59455	-0.6202378	-0.9278526	-0.3455408	
0.5946	-0.6201037	-0.9278087	-0.3455182	
0.59465	-0.6199706	-0.9277644	-0.3454962	
0.5947	-0.6198384	-0.9277199	-0.3454747	
0.59475	-0.619707	-0.9276751	-0.3454538	
0.5948	-0.6195768	-0.9276299	-0.3454334	
0.59485	-0.6194474	-0.9275845	-0.3454136	
0.5949	-0.6193188	-0.9275388	-0.3453942	
0.59495	-0.6191913	-0.9274927	-0.3453754	
0.595	-0.6190647	-0.9274464	-0.3453572	
0.59505	-0.618939	-0.9273998	-0.3453395	
0.5951	-0.6188143	-0.9273528	-0.3453223	
0.59515	-0.6186905	-0.9273056	-0.3453057	
0.5952	-0.6185676	-0.9272581	-0.3452895	
0.59525	-0.6184456	-0.9272103	-0.3452739	
0.5953	-0.6183246	-0.9271622	-0.3452589	
0.59535	-0.6182045	-0.9271138	-0.3452444	
0.5954	-0.6180854	-0.9270651	-0.3452304	
0.59545	-0.6179672	-0.9270161	-0.3452169	
0.5955	-0.6178499	-0.9269668	-0.345204	
0.59555	-0.6177335	-0.9269172	-0.3451916	
0.5956	-0.6176181	-0.9268673	-0.3451797	
0.59565	-0.6175036	-0.9268171	-0.3451684	
0.5957	-0.61739	-0.9267666	-0.3451575	
0.59575	-0.6172774	-0.9267159	-0.3451473	
0.5958	-0.6171657	-0.9266648	-0.3451375	
0.59585	-0.6170549	-0.9266133	-0.3451282	
0.5959	-0.6169451	-0.9265617	-0.3451195	
0.59595	-0.6168362	-0.9265097	-0.3451113	
0.596	-0.6167282	-0.9264574	-0.3451036	
0.59605	-0.6166212	-0.9264048	-0.3450964	
0.5961	-0.616515	-0.926352	-0.3450898	
0.59615	-0.6164099	-0.9262988	-0.3450837	
0.5962	-0.6163056	-0.9262453	-0.3450781	
0.59625	-0.6162023	-0.9261915	-0.345073	
0.5963	-0.6160999	-0.9261374	-0.3450684	
0.59635	-0.6159984	-0.9260831	-0.3450644	
0.5964	-0.6158979	-0.9260284	-0.3450608	
0.59645	-0.6157983	-0.9259734	-0.3450578	
0.5965	-0.6156996	-0.9259181	-0.3450553	
0.59655	-0.6156018	-0.9258626	-0.3450533	
0.5966	-0.615505	-0.9258066	-0.3450519	
0.59665	-0.6154091	-0.9257505	-0.3450509	
0.5967	-0.6153141	-0.925694	-0.3450504	
0.59675	-0.6152201	-0.9256372	-0.3450505	
0.5968	-0.615127	-0.9255801	-0.3450511	
0.59685	-0.6150348	-0.9255227	-0.3450521	
0.5969	-0.6149435	-0.925465	-0.3450537	
0.59695	-0.6148531	-0.9254071	-0.3450558	
0.597	-0.6147637	-0.9253488	-0.3450584	
0.59705	-0.6146753	-0.9252901	-0.3450615	
0.5971	-0.6145877	-0.9252312	-0.3450651	
0.59715	-0.6145011	-0.925172	-0.3450692	
0.5972	-0.6144153	-0.9251125	-0.3450738	
0.59725	-0.6143306	-0.9250527	-0.3450789	
0.5973	-0.6142467	-0.9249926	-0.3450846	
0.59735	-0.6141638	-0.9249322	-0.3450907	
0.5974	-0.6140817	-0.9248714	-0.3450973	
0.59745	-0.6140006	-0.9248104	-0.3451044	
0.5975	-0.6139205	-0.9247491	-0.3451121	
0.59755	-0.6138412	-0.9246874	-0.3451202	
0.5976	-0.6137629	-0.9246255	-0.3451288	
0.59765	-0.6136855	-0.9245633	-0.3451379	
0.5977	-0.613609	-0.9245007	-0.3451475	
0.59775	-0.6135334	-0.9244379	-0.3451576	
0.5978	-0.6134588	-0.9243747	-0.3451682	
0.59785	-0.613385	-0.9243112	-0.3451793	
0.5979	-0.6133122	-0.9242474	-0.3451909	
0.59795	-0.6132403	-0.9241834	-0.3452029	
0.598	-0.6131694	-0.924119	-0.3452155	
0.59805	-0.6130993	-0.9240543	-0.3452286	
0.5981	-0.6130301	-0.9239893	-0.3452421	
0.59815	-0.6129619	-0.923924	-0.3452561	
0.5982	-0.6128947	-0.9238584	-0.3452706	
0.59825	-0.6128283	-0.9237925	-0.3452856	
0.5983	-0.6127627	-0.9237263	-0.3453011	
0.59835	-0.6126982	-0.9236597	-0.3453171	
0.5984	-0.6126345	-0.9235929	-0.3453335	
0.59845	-0.6125718	-0.9235258	-0.3453505	
0.5985	-0.61251	-0.9234583	-0.3453679	
0.59855	-0.6124491	-0.9233906	-0.3453858	
0.5986	-0.6123891	-0.9233224	-0.3454041	
0.59865	-0.61233	-0.9232541	-0.345423	
0.5987	-0.6122719	-0.9231854	-0.3454424	
0.59875	-0.6122146	-0.9231164	-0.3454621	
0.5988	-0.6121583	-0.9230471	-0.3454824	
0.59885	-0.6121029	-0.9229775	-0.3455032	
0.5989	-0.6120483	-0.9229076	-0.3455244	
0.59895	-0.6119947	-0.9228373	-0.3455462	
0.599	-0.611942	-0.9227668	-0.3455683	
0.59905	-0.6118902	-0.9226959	-0.345591	
0.5991	-0.6118393	-0.9226248	-0.3456141	
0.59915	-0.6117893	-0.9225533	-0.3456377	
0.5992	-0.6117402	-0.9224815	-0.3456618	
0.59925	-0.6116921	-0.9224094	-0.3456863	
0.5993	-0.6116447	-0.922337	-0.3457113	
0.59935	-0.6115984	-0.9222643	-0.3457368	
0.5994	-0.611553	-0.9221913	-0.3457627	
0.59945	-0.6115084	-0.9221179	-0.3457891	
0.5995	-0.6114647	-0.9220443	-0.345816	
0.59955	-0.6114219	-0.9219703	-0.3458433	
0.5996	-0.6113801	-0.921896	-0.3458711	
0.59965	-0.6113392	-0.9218214	-0.3458993	
0.5997	-0.6112991	-0.9217466	-0.345928	
0.59975	-0.6112599	-0.9216713	-0.3459572	
0.5998	-0.6112217	-0.9215958	-0.3459868	
0.59985	-0.6111843	-0.9215199	-0.3460169	
0.5999	-0.6111478	-0.9214438	-0.3460474	
0.59995	-0.6111122	-0.9213673	-0.3460784	
0.6	-0.6110776	-0.9212905	-0.3461099	
0.60005	-0.6110438	-0.9212134	-0.3461418	
0.6001	-0.6110109	-0.921136	-0.3461741	
0.60015	-0.6109789	-0.9210583	-0.3462069	
0.6002	-0.6109478	-0.9209802	-0.3462402	
0.60025	-0.6109176	-0.9209019	-0.3462739	
0.6003	-0.6108883	-0.9208232	-0.346308	
0.60035	-0.6108599	-0.9207442	-0.3463426	
0.6004	-0.6108323	-0.9206649	-0.3463776	
0.60045	-0.6108057	-0.9205853	-0.3464131	
0.6005	-0.6107799	-0.9205053	-0.346449	
0.60055	-0.6107551	-0.9204251	-0.3464854	
0.6006	-0.6107311	-0.9203445	-0.3465222	
0.60065	-0.610708	-0.9202636	-0.3465595	
0.6007	-0.6106858	-0.9201825	-0.3465972	
0.60075	-0.6106644	-0.9201009	-0.3466353	
0.6008	-0.610644	-0.9200191	-0.3466739	
0.60085	-0.6106244	-0.919937	-0.3467129	
0.6009	-0.6106058	-0.9198545	-0.3467524	
0.60095	-0.610588	-0.9197717	-0.3467923	
0.601	-0.610571	-0.9196886	-0.3468326	
0.60105	-0.610555	-0.9196051	-0.3468733	
0.6011	-0.6105399	-0.9195214	-0.3469145	
0.60115	-0.6105255	-0.9194373	-0.3469561	
0.6012	-0.6105121	-0.9193529	-0.3469982	
0.60125	-0.6104996	-0.9192682	-0.3470407	
0.6013	-0.6104879	-0.9191832	-0.3470836	
0.60135	-0.6104771	-0.9190978	-0.3471269	
0.6014	-0.6104673	-0.9190122	-0.3471707	
0.60145	-0.6104583	-0.9189262	-0.3472148	
0.6015	-0.6104501	-0.9188399	-0.3472595	
0.60155	-0.6104428	-0.9187533	-0.3473045	
0.6016	-0.6104364	-0.9186663	-0.3473499	
0.60165	-0.6104308	-0.918579	-0.3473958	
0.6017	-0.6104261	-0.9184914	-0.3474421	
0.60175	-0.6104223	-0.9184035	-0.3474888	
0.6018	-0.6104193	-0.9183153	-0.3475359	
0.60185	-0.6104172	-0.9182267	-0.3475835	
0.6019	-0.6104161	-0.9181378	-0.3476315	
0.60195	-0.6104157	-0.9180486	-0.3476799	
0.602	-0.6104162	-0.9179591	-0.3477286	
0.60205	-0.6104175	-0.9178693	-0.3477778	
0.6021	-0.6104198	-0.9177791	-0.3478275	
0.60215	-0.6104228	-0.9176886	-0.3478775	
0.6022	-0.6104268	-0.9175978	-0.3479279	
0.60225	-0.6104316	-0.9175066	-0.3479788	
0.6023	-0.6104373	-0.9174151	-0.34803	
0.60235	-0.6104438	-0.9173234	-0.3480817	
0.6024	-0.6104512	-0.9172313	-0.3481337	
0.60245	-0.6104594	-0.9171388	-0.3481862	
0.6025	-0.6104685	-0.917046	-0.3482391	
0.60255	-0.6104784	-0.9169529	-0.3482924	
0.6026	-0.6104892	-0.9168595	-0.348346	
0.60265	-0.6105009	-0.9167657	-0.3484001	
0.6027	-0.6105133	-0.9166717	-0.3484546	
0.60275	-0.6105267	-0.9165773	-0.3485095	
0.6028	-0.6105408	-0.9164826	-0.3485647	
0.60285	-0.6105558	-0.9163875	-0.3486204	
0.6029	-0.6105717	-0.9162921	-0.3486764	
0.60295	-0.6105884	-0.9161964	-0.3487329	
0.603	-0.610606	-0.9161003	-0.3487898	
0.60305	-0.6106244	-0.916004	-0.348847	
0.6031	-0.6106436	-0.9159073	-0.3489046	
0.60315	-0.6106637	-0.9158102	-0.3489626	
0.6032	-0.6106846	-0.9157129	-0.349021	
0.60325	-0.6107064	-0.9156152	-0.3490798	
0.6033	-0.610729	-0.9155172	-0.349139	
0.60335	-0.6107524	-0.9154189	-0.3491986	
0.6034	-0.6107767	-0.9153202	-0.3492585	
0.60345	-0.6108018	-0.9152212	-0.3493188	
0.6035	-0.6108277	-0.9151219	-0.3493795	
0.60355	-0.6108544	-0.9150222	-0.3494406	
0.6036	-0.610882	-0.9149222	-0.3495021	
0.60365	-0.6109104	-0.9148219	-0.349564	
0.6037	-0.6109396	-0.9147212	-0.3496262	
0.60375	-0.6109697	-0.9146202	-0.3496888	
0.6038	-0.6110006	-0.9145189	-0.3497517	
0.60385	-0.6110323	-0.9144173	-0.3498151	
0.6039	-0.6110649	-0.9143153	-0.3498788	
0.60395	-0.6110982	-0.9142129	-0.3499429	
0.604	-0.6111324	-0.9141103	-0.3500074	
0.60405	-0.6111674	-0.9140073	-0.3500722	
0.6041	-0.6112033	-0.913904	-0.3501374	
0.60415	-0.6112399	-0.9138004	-0.350203	
0.6042	-0.6112773	-0.9136963	-0.3502689	
0.60425	-0.6113156	-0.913592	-0.3503352	
0.6043	-0.6113546	-0.9134874	-0.3504019	
0.60435	-0.6113946	-0.9133824	-0.3504689	
0.6044	-0.6114352	-0.9132771	-0.3505363	
0.60445	-0.6114768	-0.9131714	-0.350604	
0.6045	-0.6115191	-0.9130654	-0.3506721	
0.60455	-0.6115623	-0.9129591	-0.3507406	
0.6046	-0.6116062	-0.9128524	-0.3508094	
0.60465	-0.6116509	-0.9127454	-0.3508786	
0.6047	-0.6116965	-0.9126381	-0.3509481	
0.60475	-0.6117428	-0.9125304	-0.351018	
0.6048	-0.6117899	-0.9124224	-0.3510882	
0.60485	-0.6118379	-0.912314	-0.3511588	
0.6049	-0.6118867	-0.9122053	-0.3512298	
0.60495	-0.6119362	-0.9120963	-0.351301	
0.605	-0.6119865	-0.9119869	-0.3513727	
0.60505	-0.6120377	-0.9118772	-0.3514447	
0.6051	-0.6120896	-0.9117672	-0.351517	
0.60515	-0.6121423	-0.9116568	-0.3515896	
0.6052	-0.6121958	-0.9115461	-0.3516627	
0.60525	-0.6122501	-0.911435	-0.351736	
0.6053	-0.6123053	-0.9113236	-0.3518097	
0.60535	-0.6123611	-0.9112119	-0.3518837	
0.6054	-0.6124178	-0.9110998	-0.3519581	
0.60545	-0.6124753	-0.9109874	-0.3520328	
0.6055	-0.6125335	-0.9108746	-0.3521079	
0.60555	-0.6125925	-0.9107615	-0.3521833	
0.6056	-0.6126523	-0.910648	-0.352259	
0.60565	-0.6127129	-0.9105343	-0.352335	
0.6057	-0.6127743	-0.9104202	-0.3524114	
0.60575	-0.6128364	-0.9103057	-0.3524881	
0.6058	-0.6128993	-0.9101909	-0.3525651	
0.60585	-0.612963	-0.9100757	-0.3526425	
0.6059	-0.6130275	-0.9099602	-0.3527202	
0.60595	-0.6130927	-0.9098444	-0.3527982	
0.606	-0.6131586	-0.9097282	-0.3528766	
0.60605	-0.6132255	-0.9096116	-0.3529552	
0.6061	-0.613293	-0.9094948	-0.3530342	
0.60615	-0.6133613	-0.9093776	-0.3531135	
0.6062	-0.6134303	-0.90926	-0.3531932	
0.60625	-0.6135002	-0.9091421	-0.3532731	
0.6063	-0.6135707	-0.9090238	-0.3533534	
0.60635	-0.6136421	-0.9089052	-0.353434	
0.6064	-0.6137142	-0.9087863	-0.3535149	
0.60645	-0.6137871	-0.908667	-0.3535961	
0.6065	-0.6138607	-0.9085473	-0.3536776	
0.60655	-0.6139351	-0.9084274	-0.3537594	
0.6066	-0.6140103	-0.908307	-0.3538416	
0.60665	-0.6140862	-0.9081864	-0.353924	
0.6067	-0.6141627	-0.9080653	-0.3540068	
0.60675	-0.6142402	-0.907944	-0.3540899	
0.6068	-0.6143183	-0.9078223	-0.3541732	
0.60685	-0.6143972	-0.9077002	-0.3542569	
0.6069	-0.6144768	-0.9075778	-0.3543409	
0.60695	-0.6145571	-0.907455	-0.3544252	
0.607	-0.6146383	-0.9073319	-0.3545098	
0.60705	-0.6147202	-0.9072084	-0.3545946	
