Time	LH_BicepsFemorisAnterior R	LH_BicepsFemorisPosterior R	LH_Gastrocnemius R	LH_Illiopsoas R	LH_RectusFemoris R	LH_Soleus R	LH_TibialisAnterior R	LH_Vastii R	
0.0092	5.083093	37.85789	11.34718	0	0	1.416354	0	0.8513367	
0.00925	5.086806	37.86686	11.36233	0	0	1.421441	0	0.8558664	
0.0093	5.090527	37.87534	11.37713	0	0	1.426505	0	0.8603162	
0.00935	5.09416	37.88342	11.39145	0	0	1.431514	0	0.8648044	
0.0094	5.097736	37.89101	11.40592	0	0	1.436515	0	0.8692521	
0.00945	5.101288	37.89802	11.41991	0	0	1.441492	0	0.8736596	
0.0095	5.104784	37.90473	11.43381	0	0	1.446447	0	0.8780661	
0.00955	5.108255	37.91096	11.44748	0	0	1.451378	0	0.8825112	
0.0096	5.111701	37.9168	11.46107	0	0	1.456271	0	0.8868372	
0.009649999	5.11509	37.92216	11.47418	0	0	1.46114	0	0.891202	
0.009699999	5.11839	37.92723	11.48745	0	0	1.466018	0	0.8955661	
0.00975	5.121728	37.93172	11.50039	0	0	1.470842	0	0.8998901	
0.0098	5.124976	37.93583	11.51286	0	0	1.475626	0	0.9042134	
0.00985	5.128199	37.93965	11.52563	0	0	1.48042	0	0.9084968	
0.0099	5.131394	37.94309	11.5378	0	0	1.485175	0	0.912819	
0.00995	5.134564	37.94606	11.5499	0	0	1.489876	0	0.9170619	
0.01	5.137706	37.94874	11.56204	0	0	1.494603	0	0.9213437	
0.01005	5.140757	37.95105	11.57411	0	0	1.49929	0	0.9255463	
0.0101	5.143844	37.95297	11.58559	0	0	1.503956	0	0.9297881	
0.01015	5.14684	37.95452	11.59699	0	0	1.508599	0	0.93399	
0.0102	5.149806	37.95578	11.60833	0	0	1.513188	0	0.9381523	
0.01025	5.152746	37.95667	11.61946	0	0	1.517771	0	0.9422749	
0.0103	5.155688	37.95718	11.6304	0	0	1.522347	0	0.946437	
0.01035	5.158569	37.95732	11.64127	0	0	1.526902	0	0.9505989	
0.0104	5.16142	37.95727	11.65169	0	0	1.531386	0	0.9546818	
0.01045	5.164242	37.95684	11.66243	0	0	1.535897	0	0.9587647	
0.0105	5.167033	37.95613	11.67272	0	0	1.540386	0	0.9628872	
0.01055	5.169825	37.95515	11.68282	0	0	1.544837	0	0.9669701	
0.0106	5.172554	37.95378	11.69273	0	0	1.549267	0	0.9709742	
0.01065	5.175251	37.95213	11.70258	0	0	1.553674	0	0.9750575	
0.0107	5.177917	37.95029	11.71237	0	0	1.558045	0	0.9790226	
0.01075	5.180615	37.94789	11.72172	0	0	1.562394	0	0.9830669	
0.0108	5.183215	37.94548	11.73102	0	0	1.566721	0	0.9870324	
0.01085	5.185814	37.9427	11.74051	0	0	1.571075	0	0.9909984	
0.0109	5.188412	37.93964	11.74944	0	0	1.575344	0	0.9949253	
0.01095	5.190942	37.93638	11.75845	0	0	1.579639	0	0.9988527	
0.011	5.193471	37.93274	11.7669	0	0	1.583834	0	1.002781	
0.01105	5.195965	37.92891	11.77593	0	0	1.588119	0	1.006669	
0.0111	5.198423	37.9247	11.78428	0	0	1.592303	0	1.010598	
0.01115	5.200878	37.92049	11.79271	0	0	1.596482	0	1.014449	
0.0112	5.203328	37.91579	11.80096	0	0	1.600656	0	1.0183	
0.01125	5.205709	37.911	11.80879	0	0	1.604762	0	1.022191	
0.0113	5.208085	37.90591	11.81682	0	0	1.608862	0	1.025926	
0.01135	5.210423	37.90063	11.82494	0	0	1.612974	0	1.029779	
0.0114	5.212787	37.89515	11.83226	0	0	1.617049	0	1.033554	
0.01145	5.215079	37.88918	11.83991	0	0	1.621104	0	1.037331	
0.0115	5.217365	37.8833	11.8474	0	0	1.625154	0	1.041108	
0.01155	5.219643	37.87702	11.85447	0	0	1.629136	0	1.044846	
0.0116	5.22188	37.87064	11.86163	0	0	1.633113	0	1.048625	
0.01165	5.22411	37.86396	11.86901	0	0	1.637117	0	1.052287	
0.0117	5.226329	37.85707	11.87558	0	0	1.641038	0	1.055949	
0.01175	5.228507	37.84997	11.88251	0	0	1.644986	0	1.059613	
0.0118	5.230642	37.84267	11.88927	0	0	1.648898	0	1.063318	
0.01185	5.232799	37.83525	11.89587	0	0	1.65279	0	1.066944	
0.0119	5.234944	37.82761	11.90232	0	0	1.65663	0	1.070651	
0.01195	5.237045	37.81957	11.9086	0	0	1.660497	0	1.074241	
0.012	5.239133	37.81161	11.91486	0	0	1.664313	0	1.077832	
0.01205	5.241209	37.80333	11.92096	0	0	1.668125	0	1.081424	
0.0121	5.243271	37.79492	11.9269	0	0	1.671917	0	1.085018	
0.01215	5.245319	37.7863	11.9327	0	0	1.675705	0	1.088573	
0.0122	5.247288	37.77745	11.93871	0	0	1.679442	0	1.092091	
0.01225	5.249307	37.76838	11.9442	0	0	1.683174	0	1.095649	
0.0123	5.25131	37.75937	11.94978	0	0	1.686888	0	1.09917	
0.01235	5.253295	37.75004	11.95522	0	0	1.690565	0	1.102692	
0.0124	5.255233	37.74047	11.96051	0	0	1.694239	0	1.106137	
0.01245	5.257153	37.73078	11.96577	0	0	1.697894	0	1.109663	
0.0125	5.259055	37.72104	11.97089	0	0	1.701529	0	1.113032	
0.01255	5.260971	37.71087	11.97599	0	0	1.705161	0	1.116522	
0.0126	5.262868	37.70075	11.98094	0	0	1.708741	0	1.119934	
0.01265	5.264713	37.69048	11.98561	0	0	1.712319	0	1.123388	
0.0127	5.266603	37.67998	11.9904	0	0	1.715877	0	1.126764	
0.01275	5.268438	37.66952	11.99517	0	0	1.719416	0	1.130142	
0.0128	5.270221	37.65862	11.99942	0	0	1.72292	0	1.133523	
0.01285	5.272047	37.64766	12.00415	0	0	1.726437	0	1.136905	
0.0129	5.27385	37.63655	12.0085	0	0	1.729934	0	1.140289	
0.01295	5.27563	37.62538	12.01257	0	0	1.733365	0	1.143557	
0.013	5.277387	37.61405	12.01676	0	0	1.736809	0	1.146906	
0.01305	5.279151	37.60255	12.02093	0	0	1.740251	0	1.150138	
0.0131	5.280859	37.5909	12.02484	0	0	1.743657	0	1.153452	
0.01315	5.282638	37.57917	12.02874	0	0	1.747061	0	1.156767	
0.0132	5.284327	37.56718	12.03263	0	0	1.75043	0	1.160046	
0.01325	5.286021	37.55521	12.03638	0	0	1.75378	0	1.163247	
0.0133	5.287721	37.54288	12.04012	0	0	1.757144	0	1.166491	
0.01335	5.289361	37.53066	12.0436	0	0	1.760457	0	1.169737	
0.0134	5.291037	37.51826	12.04694	0	0	1.763752	0	1.172906	
0.01345	5.292685	37.50569	12.05041	0	0	1.767045	0	1.176156	
0.0135	5.294335	37.49303	12.05374	0	0	1.770334	0	1.179251	
0.01355	5.295955	37.48018	12.05706	0	0	1.773606	0	1.182428	
0.0136	5.297545	37.46724	12.06	0	0	1.776796	0	1.185646	
0.01365	5.299137	37.4543	12.06319	0	0	1.780046	0	1.188749	
0.0137	5.300729	37.44108	12.06612	0	0	1.783231	0	1.191854	
0.01375	5.30232	37.42776	12.0693	0	0	1.78643	0	1.195001	
0.0138	5.303879	37.41444	12.07209	0	0	1.789611	0	1.198072	
0.01385	5.305405	37.40091	12.07476	0	0	1.792773	0	1.201185	
0.0139	5.306929	37.38719	12.07743	0	0	1.795886	0	1.204221	
0.01395	5.308451	37.37355	12.07996	0	0	1.799013	0	1.207339	
0.014	5.309971	37.35979	12.08263	0	0	1.802137	0	1.210381	
0.01405	5.311487	37.34564	12.08504	0	0	1.805196	0	1.213387	
0.0141	5.312998	37.33166	12.08745	0	0	1.808285	0	1.216434	
0.01415	5.31444	37.31756	12.08986	0	0	1.81134	0	1.219445	
0.0142	5.31591	37.30325	12.09201	0	0	1.814378	0	1.222459	
0.01425	5.317407	37.28881	12.09455	0	0	1.817413	0	1.225436	
0.0143	5.318864	37.27444	12.09659	0	0	1.820431	0	1.228416	
0.01435	5.320282	37.25994	12.09837	0	0	1.8234	0	1.231399	
0.0144	5.321693	37.24522	12.10067	0	0	1.826415	0	1.234306	
0.01445	5.323129	37.23046	12.10259	0	0	1.829348	0	1.237216	
0.0145	5.324555	37.21557	12.10438	0	0	1.832312	0	1.24013	
0.01455	5.32594	37.20063	12.10644	0	0	1.835274	0	1.243046	
0.0146	5.327348	37.18564	12.10812	0	0	1.838171	0	1.245966	
0.01465	5.328712	37.17051	12.10967	0	0	1.841067	0	1.248888	
0.0147	5.330067	37.15533	12.11124	0	0	1.843946	0	1.251814	
0.01475	5.331442	37.13992	12.11281	0	0	1.846823	0	1.254624	
0.0148	5.332772	37.12453	12.11451	0	0	1.849682	0	1.257478	
0.01485	5.334123	37.109	12.11585	0	0	1.852525	0	1.260295	
0.0149	5.335428	37.09341	12.11731	0	0	1.855366	0	1.263115	
