Time	LH_BicepsFemorisAnterior R	LH_BicepsFemorisPosterior R	LH_Gastrocnemius R	LH_Illiopsoas R	LH_RectusFemoris R	LH_Soleus R	LH_TibialisAnterior R	LH_Vastii R	
0.0098	0.5355408	0.5867127	0.5163667	0.131917	0.4486591	0.4613341	0.4598521	0.3865618	
0.00985	0.5355785	0.5867279	0.5164044	0.131917	0.4486591	0.4614463	0.4598521	0.3866023	
0.0099	0.5356159	0.5867415	0.5164404	0.131917	0.4486591	0.4615576	0.4598521	0.3866432	
0.00995	0.5356529	0.5867533	0.5164762	0.131917	0.4486591	0.4616675	0.4598521	0.3866834	
0.01	0.5356897	0.586764	0.516512	0.131917	0.4486591	0.4617781	0.4598521	0.3867238	
0.01005	0.5357254	0.5867732	0.5165477	0.131917	0.4486591	0.4618878	0.4598521	0.3867636	
0.0101	0.5357615	0.5867808	0.5165817	0.131917	0.4486591	0.4619969	0.4598521	0.3868037	
0.01015	0.5357965	0.5867869	0.5166154	0.131917	0.4486591	0.4621055	0.4598521	0.3868435	
0.0102	0.5358312	0.5867919	0.5166489	0.131917	0.4486591	0.4622129	0.4598521	0.3868829	
0.01025	0.5358655	0.5867954	0.5166818	0.131917	0.4486591	0.4623201	0.4598521	0.3869219	
0.0103	0.5358999	0.5867975	0.5167142	0.131917	0.4486591	0.4624272	0.4598521	0.3869613	
0.01035	0.5359337	0.5867981	0.5167463	0.131917	0.4486591	0.4625338	0.4598521	0.3870006	
0.0104	0.535967	0.5867978	0.5167771	0.131917	0.4486591	0.4626387	0.4598521	0.3870392	
0.01045	0.536	0.5867961	0.5168089	0.131917	0.4486591	0.4627442	0.4598521	0.3870778	
0.0105	0.5360327	0.5867934	0.5168393	0.131917	0.4486591	0.4628493	0.4598521	0.3871168	
0.01055	0.5360653	0.5867894	0.5168691	0.131917	0.4486591	0.4629534	0.4598521	0.3871555	
0.0106	0.5360973	0.586784	0.5168984	0.131917	0.4486591	0.463057	0.4598521	0.3871934	
0.01065	0.5361288	0.5867774	0.5169275	0.131917	0.4486591	0.4631602	0.4598521	0.387232	
0.0107	0.53616	0.5867701	0.5169565	0.131917	0.4486591	0.4632624	0.4598521	0.3872695	
0.01075	0.5361915	0.5867606	0.5169842	0.131917	0.4486591	0.4633641	0.4598521	0.3873077	
0.0108	0.5362219	0.586751	0.5170116	0.131917	0.4486591	0.4634654	0.4598521	0.3873453	
0.01085	0.5362523	0.58674	0.5170397	0.131917	0.4486591	0.4635673	0.4598521	0.3873828	
0.0109	0.5362827	0.5867278	0.5170661	0.131917	0.4486591	0.4636672	0.4598521	0.3874199	
0.01095	0.5363123	0.5867149	0.5170928	0.131917	0.4486591	0.4637676	0.4598521	0.3874571	
0.011	0.5363419	0.5867004	0.5171177	0.131917	0.4486591	0.4638658	0.4598521	0.3874942	
0.01105	0.5363711	0.5866852	0.5171444	0.131917	0.4486591	0.463966	0.4598521	0.387531	
