Time	LH_HipZ	
2	0.0981809	
2.00005	0.09834974	
2.0001	0.09851861	
2.00015	0.09868749	
2.0002	0.09885641	
2.00025	0.09902539	
2.0003	0.0991944	
2.00035	0.09936343	
2.0004	0.09953247	
2.00045	0.09970148	
2.0005	0.09987041	
2.00055	0.1000392	
2.0006	0.1002079	
2.00065	0.1003765	
2.0007	0.100545	
2.00075	0.1007133	
2.0008	0.1008814	
2.00085	0.1010494	
2.0009	0.1012171	
2.00095	0.1013847	
2.001	0.1015521	
2.00105	0.1017193	
2.0011	0.1018863	
2.00115	0.1020533	
2.0012	0.1022201	
2.00125	0.1023869	
2.0013	0.1025536	
2.00135	0.1027203	
2.0014	0.102887	
2.00145	0.1030536	
2.0015	0.1032203	
2.00155	0.103387	
2.0016	0.1035538	
2.00165	0.1037206	
2.0017	0.1038875	
2.00175	0.1040545	
2.0018	0.1042215	
2.00185	0.1043885	
2.0019	0.1045556	
2.00195	0.1047228	
2.002	0.1048899	
2.00205	0.105057	
2.0021	0.1052241	
2.00215	0.1053912	
2.0022	0.1055581	
2.00225	0.105725	
2.0023	0.1058917	
2.00235	0.1060582	
2.0024	0.1062247	
2.00245	0.1063909	
2.0025	0.1065571	
2.00255	0.1067231	
2.0026	0.106889	
2.00265	0.1070548	
2.0027	0.1072206	
2.00275	0.1073862	
2.0028	0.1075518	
2.00285	0.1077173	
2.0029	0.1078827	
2.00295	0.1080482	
2.003	0.1082136	
2.00305	0.1083791	
2.0031	0.1085446	
2.00315	0.1087101	
2.0032	0.1088757	
2.00325	0.1090413	
2.0033	0.1092071	
2.00335	0.1093729	
2.0034	0.1095387	
2.00345	0.1097046	
2.0035	0.1098706	
2.00355	0.1100365	
2.0036	0.1102025	
2.00365	0.1103683	
2.0037	0.1105341	
2.00375	0.1106999	
2.0038	0.1108655	
2.00385	0.1110311	
2.0039	0.1111965	
2.00395	0.1113618	
2.004	0.1115269	
2.00405	0.1116919	
2.0041	0.1118567	
2.00415	0.1120213	
2.0042	0.1121858	
2.00425	0.1123503	
2.0043	0.1125146	
2.00435	0.1126788	
2.0044	0.112843	
2.00445	0.1130072	
2.0045	0.1131714	
2.00455	0.1133356	
2.0046	0.1134998	
2.00465	0.1136641	
2.0047	0.1138284	
2.00475	0.1139928	
2.0048	0.1141572	
2.00485	0.1143217	
2.0049	0.1144863	
2.00495	0.1146509	
2.005	0.1148156	
2.00505	0.1149803	
2.0051	0.115145	
2.00515	0.1153097	
2.0052	0.1154744	
2.00525	0.115639	
2.0053	0.1158036	
2.00535	0.115968	
2.0054	0.1161324	
2.00545	0.1162966	
2.0055	0.1164606	
2.00555	0.1166245	
2.0056	0.1167882	
2.00565	0.1169518	
2.0057	0.1171153	
2.00575	0.1172786	
2.0058	0.1174418	
2.00585	0.117605	
2.0059	0.1177681	
2.00595	0.1179311	
2.006	0.1180941	
2.00605	0.118257	
2.0061	0.11842	
2.00615	0.1185829	
2.0062	0.118746	
2.00625	0.118909	
2.0063	0.1190722	
2.00635	0.1192353	
2.0064	0.1193986	
2.00645	0.119562	
2.0065	0.1197254	
2.00655	0.1198888	
2.0066	0.1200524	
2.00665	0.1202159	
2.0067	0.1203795	
2.00675	0.1205431	
2.0068	0.1207066	
2.00685	0.12087	
2.0069	0.1210334	
2.00695	0.1211966	
2.007	0.1213597	
2.00705	0.1215226	
2.0071	0.1216854	
2.00715	0.121848	
2.0072	0.1220106	
2.00725	0.1221729	
2.0073	0.1223352	
2.00735	0.1224973	
2.0074	0.1226594	
2.00745	0.1228214	
2.0075	0.1229834	
2.00755	0.1231452	
2.0076	0.1233071	
2.00765	0.1234689	
2.0077	0.1236308	
2.00775	0.1237927	
2.0078	0.1239547	
2.00785	0.1241167	
2.0079	0.1242789	
2.00795	0.1244411	
2.008	0.1246033	
2.00805	0.1247656	
2.0081	0.124928	
2.00815	0.1250903	
2.0082	0.1252527	
2.00825	0.1254151	
2.0083	0.1255774	
2.00835	0.1257398	
2.0084	0.1259021	
2.00845	0.1260643	
2.0085	0.1262264	
2.00855	0.1263884	
2.0086	0.1265502	
2.00865	0.1267119	
2.0087	0.1268735	
2.00875	0.1270349	
2.0088	0.1271962	
2.00885	0.1273574	
2.0089	0.1275184	
2.00895	0.1276794	
2.009	0.1278403	
2.00905	0.1280011	
2.0091	0.1281618	
2.00915	0.1283225	
2.0092	0.1284833	
2.00925	0.128644	
2.0093	0.1288047	
2.00935	0.1289655	
2.0094	0.1291264	
2.00945	0.1292874	
2.0095	0.1294484	
2.00955	0.1296095	
2.0096	0.1297706	
2.00965	0.1299318	
2.0097	0.130093	
2.00975	0.1302544	
2.0098	0.1304157	
2.00985	0.130577	
