Time	LH_HipZ	
2	0.09993168	
2.00005	0.1000997	
2.0001	0.1002676	
2.00015	0.1004354	
2.0002	0.1006031	
2.00025	0.1007708	
2.0003	0.1009385	
2.00035	0.1011062	
2.0004	0.1012738	
2.00045	0.1014416	
2.0005	0.1016094	
2.00055	0.1017772	
2.0006	0.1019451	
2.00065	0.1021131	
2.0007	0.1022811	
2.00075	0.1024491	
2.0008	0.1026172	
2.00085	0.1027852	
2.0009	0.1029531	
2.00095	0.1031209	
2.001	0.1032887	
2.00105	0.1034563	
2.0011	0.1036237	
2.00115	0.1037911	
2.0012	0.1039582	
2.00125	0.1041251	
2.0013	0.1042918	
2.00135	0.1044584	
2.0014	0.1046248	
2.00145	0.104791	
2.0015	0.1049572	
2.00155	0.1051233	
2.0016	0.1052894	
2.00165	0.1054554	
2.0017	0.1056213	
2.00175	0.1057873	
2.0018	0.1059532	
2.00185	0.1061191	
2.0019	0.1062851	
2.00195	0.1064512	
2.002	0.1066173	
2.00205	0.1067835	
2.0021	0.1069498	
2.00215	0.1071162	
2.0022	0.1072826	
2.00225	0.1074491	
2.0023	0.1076157	
2.00235	0.1077822	
2.0024	0.1079488	
2.00245	0.1081152	
2.0025	0.1082817	
2.00255	0.108448	
2.0026	0.1086143	
2.00265	0.1087804	
2.0027	0.1089464	
2.00275	0.1091123	
2.0028	0.1092779	
2.00285	0.1094434	
2.0029	0.1096088	
2.00295	0.109774	
2.003	0.1099391	
2.00305	0.1101041	
2.0031	0.1102691	
2.00315	0.110434	
2.0032	0.1105988	
2.00325	0.1107636	
2.0033	0.1109283	
2.00335	0.1110931	
2.0034	0.1112578	
2.00345	0.1114226	
2.0035	0.1115874	
2.00355	0.1117523	
2.0036	0.1119173	
2.00365	0.1120824	
2.0037	0.1122475	
2.00375	0.1124127	
2.0038	0.1125779	
2.00385	0.1127432	
2.0039	0.1129082	
2.00395	0.1130736	
2.004	0.1132389	
2.00405	0.1134042	
2.0041	0.1135693	
2.00415	0.1137342	
2.0042	0.1138991	
2.00425	0.1140638	
2.0043	0.1142284	
2.00435	0.1143929	
2.0044	0.1145572	
2.00445	0.1147214	
2.0045	0.1148854	
2.00455	0.1150493	
2.0046	0.1152132	
2.00465	0.1153769	
2.0047	0.1155406	
2.00475	0.1157042	
2.0048	0.1158677	
2.00485	0.1160312	
2.0049	0.1161947	
2.00495	0.1163583	
2.005	0.1165218	
2.00505	0.1166855	
2.0051	0.1168492	
2.00515	0.1170129	
2.0052	0.1171767	
2.00525	0.1173406	
2.0053	0.1175045	
2.00535	0.1176686	
2.0054	0.1178326	
2.00545	0.1179967	
2.0055	0.1181608	
2.00555	0.1183249	
2.0056	0.1184888	
2.00565	0.1186528	
2.0057	0.1188166	
2.00575	0.1189804	
2.0058	0.119144	
2.00585	0.1193074	
2.0059	0.1194707	
2.00595	0.1196339	
2.006	0.1197969	
2.00605	0.1199598	
2.0061	0.1201226	
2.00615	0.1202852	
2.0062	0.1204478	
2.00625	0.1206103	
2.0063	0.1207727	
2.00635	0.1209351	
2.0064	0.1210974	
2.00645	0.1212597	
2.0065	0.1214221	
2.00655	0.1215845	
2.0066	0.1217469	
2.00665	0.1219094	
2.0067	0.122072	
2.00675	0.1222347	
2.0068	0.1223975	
2.00685	0.1225604	
2.0069	0.1227233	
2.00695	0.1228862	
2.007	0.1230492	
2.00705	0.1232122	
2.0071	0.1233752	
2.00715	0.1235382	
2.0072	0.1237011	
2.00725	0.1238639	
2.0073	0.1240265	
2.00735	0.1241891	
2.0074	0.1243514	
2.00745	0.1245136	
2.0075	0.1246756	
2.00755	0.1248374	
2.0076	0.1249991	
2.00765	0.1251607	
2.0077	0.1253221	
2.00775	0.1254835	
2.0078	0.1256447	
2.00785	0.1258059	
2.0079	0.1259671	
2.00795	0.1261283	
2.008	0.1262894	
2.00805	0.1264506	
2.0081	0.1266119	
2.00815	0.1267732	
2.0082	0.1269346	
2.00825	0.1270961	
2.0083	0.1272574	
2.00835	0.1274192	
2.0084	0.127581	
2.00845	0.1277429	
2.0085	0.1279048	
2.00855	0.1280667	
2.0086	0.1282287	
2.00865	0.1283906	
