Time	LH_HipZ	
2	0.1063173	
2.00005	0.106484	
2.0001	0.1066507	
2.00015	0.1068171	
2.0002	0.1069835	
2.00025	0.1071498	
2.0003	0.1073159	
2.00035	0.1074818	
2.0004	0.1076476	
2.00045	0.1078132	
2.0005	0.1079787	
2.00055	0.1081441	
2.0006	0.1083094	
2.00065	0.1084745	
2.0007	0.1086395	
2.00075	0.1088045	
2.0008	0.1089694	
2.00085	0.1091343	
2.0009	0.1092992	
2.00095	0.1094643	
2.001	0.1096293	
2.00105	0.1097945	
2.0011	0.1099597	
2.00115	0.110125	
2.0012	0.1102904	
2.00125	0.1104557	
2.0013	0.1106211	
2.00135	0.1107866	
2.0014	0.1109521	
2.00145	0.1111177	
2.0015	0.1112833	
2.00155	0.1114488	
2.0016	0.1116143	
2.00165	0.1117797	
2.0017	0.111945	
2.00175	0.1121101	
2.0018	0.1122752	
2.00185	0.11244	
2.0019	0.1126047	
2.00195	0.1127693	
2.002	0.1129337	
2.00205	0.113098	
2.0021	0.1132621	
2.00215	0.1134262	
2.0022	0.1135902	
2.00225	0.1137542	
2.0023	0.1139181	
2.00235	0.114082	
2.0024	0.1142459	
2.00245	0.1144097	
2.0025	0.1145736	
2.00255	0.1147374	
2.0026	0.1149014	
2.00265	0.1150654	
2.0027	0.1152295	
2.00275	0.1153936	
2.0028	0.1155577	
2.00285	0.1157219	
2.0029	0.1158861	
2.00295	0.1160505	
2.003	0.116215	
2.00305	0.1163791	
2.0031	0.1165436	
2.00315	0.116708	
2.0032	0.1168723	
2.00325	0.1170366	
2.0033	0.1172007	
2.00335	0.1173647	
2.0034	0.1175285	
2.00345	0.1176922	
2.0035	0.1178557	
2.00355	0.118019	
2.0036	0.1181821	
2.00365	0.1183451	
2.0037	0.1185081	
2.00375	0.1186709	
2.0038	0.1188337	
2.00385	0.1189964	
2.0039	0.1191591	
2.00395	0.1193217	
2.004	0.1194843	
2.00405	0.1196469	
2.0041	0.1198095	
2.00415	0.1199721	
2.0042	0.1201348	
2.00425	0.1202977	
2.0043	0.1204605	
2.00435	0.1206235	
2.0044	0.1207866	
2.00445	0.1209498	
2.0045	0.121113	
2.00455	0.1212763	
2.0046	0.1214396	
2.00465	0.1216029	
2.0047	0.1217661	
2.00475	0.1219293	
2.0048	0.1220923	
2.00485	0.1222552	
2.0049	0.1224179	
2.00495	0.1225806	
2.005	0.1227431	
2.00505	0.1229055	
2.0051	0.1230677	
2.00515	0.1232298	
2.0052	0.1233918	
2.00525	0.1235536	
2.0053	0.1237153	
2.00535	0.123877	
2.0054	0.1240386	
2.00545	0.1242002	
2.0055	0.1243617	
2.00555	0.1245233	
2.0056	0.1246848	
2.00565	0.1248464	
2.0057	0.1250081	
2.00575	0.1251698	
2.0058	0.1253315	
2.00585	0.1254934	
2.0059	0.1256553	
2.00595	0.1258173	
2.006	0.1259793	
2.00605	0.1261413	
2.0061	0.1263034	
2.00615	0.1264656	
2.0062	0.1266277	
2.00625	0.1267898	
2.0063	0.1269517	
2.00635	0.1271136	
2.0064	0.1272754	
2.00645	0.127437	
2.0065	0.1275985	
2.00655	0.1277599	
2.0066	0.1279211	
2.00665	0.1280823	
2.0067	0.1282432	
2.00675	0.1284041	
2.0068	0.1285648	
2.00685	0.1287254	
2.0069	0.1288859	
2.00695	0.1290464	
2.007	0.1292068	
2.00705	0.1293672	
2.0071	0.1295277	
2.00715	0.1296881	
2.0072	0.1298486	
2.00725	0.1300092	
2.0073	0.1301698	
2.00735	0.1303304	
2.0074	0.1304912	
2.00745	0.1306517	
2.0075	0.1308126	
2.00755	0.1309737	
2.0076	0.1311347	
2.00765	0.1312958	
2.0077	0.131457	
2.00775	0.1316181	
2.0078	0.1317792	
2.00785	0.1319402	
2.0079	0.1321011	
2.00795	0.1322618	
2.008	0.1324225	
2.00805	0.1325831	
2.0081	0.1327436	
2.00815	0.1329038	
2.0082	0.133064	
2.00825	0.133224	
2.0083	0.1333839	
2.00835	0.1335436	
2.0084	0.1337031	
2.00845	0.1338626	
2.0085	0.1340221	
2.00855	0.1341815	
2.0086	0.1343409	
2.00865	0.1345002	
2.0087	0.1346596	
2.00875	0.134819	
2.0088	0.1349784	
2.00885	0.1351379	
2.0089	0.1352974	
2.00895	0.1354571	
2.009	0.1356169	
2.00905	0.1357767	
2.0091	0.1359365	
2.00915	0.1360964	
2.0092	0.1362563	
2.00925	0.1364162	
2.0093	0.1365762	
2.00935	0.1367361	
2.0094	0.1368959	
2.00945	0.1370557	
2.0095	0.1372154	
2.00955	0.137375	
2.0096	0.1375345	
2.00965	0.1376939	
2.0097	0.1378531	
2.00975	0.1380121	
2.0098	0.1381711	
2.00985	0.13833	
2.0099	0.1384888	
2.00995	0.1386474	
2.01	0.138806	
2.01005	0.1389643	
2.0101	0.1391226	
2.01015	0.1392809	
2.0102	0.1394393	
2.01025	0.1395977	
2.0103	0.1397562	
2.01035	0.1399147	
2.0104	0.1400732	
2.01045	0.1402319	
2.0105	0.1403906	
2.01055	0.1405494	
2.0106	0.1407082	
2.01065	0.1408671	
2.0107	0.141026	
2.01075	0.141185	
2.0108	0.1413439	
2.01085	0.1415029	
2.0109	0.1416619	
2.01095	0.1418208	
2.011	0.1419796	
2.01105	0.1421383	
2.0111	0.1422969	
2.01115	0.1424554	
2.0112	0.1426138	
2.01125	0.142772	
2.0113	0.1429301	
2.01135	0.1430881	
2.0114	0.143246	
2.01145	0.1434038	
2.0115	0.1435615	
2.01155	0.143719	
2.0116	0.1438765	
2.01165	0.144034	
2.0117	0.1441914	
2.01175	0.1443488	
2.0118	0.1445059	
2.01185	0.1446634	
2.0119	0.1448208	
2.01195	0.1449784	
2.012	0.1451359	
2.01205	0.1452936	
2.0121	0.1454514	
2.01215	0.1456092	
2.0122	0.1457671	
2.01225	0.1459251	
2.0123	0.146083	
2.01235	0.146241	
2.0124	0.146399	
2.01245	0.146557	
2.0125	0.1467149	
2.01255	0.1468727	
2.0126	0.1470305	
2.01265	0.1471881	
2.0127	0.1473456	
2.01275	0.147503	
2.0128	0.1476603	
2.01285	0.1478175	
2.0129	0.1479746	
2.01295	0.1481315	
2.013	0.1482884	
2.01305	0.1484451	
2.0131	0.1486017	
2.01315	0.1487583	
2.0132	0.1489148	
2.01325	0.1490713	
2.0133	0.1492277	
2.01335	0.1493841	
2.0134	0.1495405	
2.01345	0.149697	
2.0135	0.1498535	
2.01355	0.1500099	
2.0136	0.1501663	
2.01365	0.1503229	
2.0137	0.1504796	
2.01375	0.1506364	
2.0138	0.1507934	
2.01385	0.1509505	
2.0139	0.1511077	
2.01395	0.1512649	
2.014	0.1514221	
2.01405	0.1515793	
2.0141	0.1517364	
2.01415	0.1518934	
2.0142	0.1520502	
2.01425	0.1522068	
2.0143	0.1523633	
2.01435	0.1525197	
2.0144	0.1526759	
2.01445	0.152832	
2.0145	0.152988	
2.01455	0.1531438	
2.0146	0.1532995	
2.01465	0.1534552	
2.0147	0.1536108	
2.01475	0.1537663	
2.0148	0.1539218	
2.01485	0.1540773	
2.0149	0.1542328	
2.01495	0.1543882	
2.015	0.1545437	
2.01505	0.1546992	
2.0151	0.1548548	
2.01515	0.1550105	
2.0152	0.1551663	
2.01525	0.1553221	
2.0153	0.155478	
2.01535	0.1556339	
2.0154	0.15579	
2.01545	0.155946	
2.0155	0.1561021	
