Time	LH_HipZ	
9.39215	-0.5589039	
9.3922	-0.5589803	
9.39225	-0.5590567	
9.3923	-0.559133	
9.39235	-0.5592092	
9.3924	-0.5592853	
9.392449	-0.5593613	
9.3925	-0.5594373	
9.39255	-0.5595132	
9.3926	-0.559589	
9.39265	-0.5596647	
9.3927	-0.5597404	
9.39275	-0.5598159	
9.392799	-0.5598915	
9.39285	-0.5599669	
9.3929	-0.5600422	
9.39295	-0.5601175	
9.393	-0.5601927	
9.39305	-0.5602678	
9.3931	-0.5603428	
9.393149	-0.5604178	
9.3932	-0.5604927	
9.39325	-0.5605675	
9.3933	-0.5606422	
9.39335	-0.5607169	
9.3934	-0.5607915	
9.39345	-0.560866	
9.393499	-0.5609404	
9.39355	-0.5610148	
9.3936	-0.561089	
9.39365	-0.5611632	
9.3937	-0.5612374	
9.39375	-0.5613114	
9.3938	-0.5613854	
9.393849	-0.5614592	
9.3939	-0.5615331	
9.39395	-0.5616068	
9.394	-0.5616804	
9.39405	-0.561754	
9.3941	-0.5618275	
9.39415	-0.5619009	
9.394199	-0.5619743	
9.39425	-0.5620475	
9.3943	-0.5621207	
9.39435	-0.5621938	
9.3944	-0.5622668	
9.39445	-0.5623398	
9.3945	-0.5624126	
9.394549	-0.5624854	
9.3946	-0.5625581	
9.39465	-0.5626307	
9.3947	-0.5627033	
9.39475	-0.5627757	
9.3948	-0.5628481	
9.39485	-0.5629204	
9.394899	-0.5629926	
9.39495	-0.5630648	
9.395	-0.5631368	
9.39505	-0.5632088	
9.3951	-0.5632806	
9.39515	-0.5633525	
9.3952	-0.5634242	
9.395249	-0.5634958	
9.3953	-0.5635673	
9.39535	-0.5636387	
9.3954	-0.5637102	
9.39545	-0.5637814	
9.3955	-0.5638526	
9.39555	-0.5639237	
9.395599	-0.5639947	
9.39565	-0.5640656	
9.3957	-0.5641364	
9.39575	-0.5642071	
9.3958	-0.5642778	
9.39585	-0.5643483	
9.3959	-0.5644187	
9.395949	-0.5644891	
9.396	-0.5645593	
9.396049	-0.5646295	
9.3961	-0.5646996	
9.39615	-0.5647696	
9.3962	-0.5648394	
9.39625	-0.5649092	
9.396299	-0.5649788	
9.39635	-0.5650483	
9.396399	-0.5651178	
9.39645	-0.5651872	
9.3965	-0.5652564	
9.39655	-0.5653255	
9.3966	-0.5653945	
9.396649	-0.5654634	
9.3967	-0.5655323	
9.396749	-0.5656009	
9.3968	-0.5656695	
9.39685	-0.565738	
9.3969	-0.5658063	
9.39695	-0.5658746	
9.396999	-0.5659426	
9.39705	-0.5660107	
9.397099	-0.5660785	
9.39715	-0.5661463	
9.3972	-0.566214	
9.39725	-0.5662814	
9.3973	-0.5663489	
9.397349	-0.5664161	
9.3974	-0.5664832	
9.397449	-0.5665502	
9.3975	-0.5666171	
9.39755	-0.5666838	
9.3976	-0.5667504	
9.39765	-0.5668169	
9.397699	-0.5668832	
9.39775	-0.5669494	
9.397799	-0.5670155	
9.39785	-0.5670814	
9.3979	-0.5671472	
9.39795	-0.5672128	
9.398	-0.5672783	
